"","Date","Treatment","Tank_ID","Time","Initials","Temperature_C","Salinity_psu","pH.total","pH_mv","tris.date","Probe.Set","notes","DateTime","(Intercept)","TTris","mVTris"
"14",2025-07-02,"Heat","2","14:21","ZD;JA",32.12,35.12,8.02474425687164,-61.6,"20250618","Probe1","",2025-07-02 14:21:00,-87.4740635476373,1.08763928276064,-52.5390897853656
"15",2025-07-02,"Heat","3","14:21","ZD;JA",31.91,35.15,8.02252022522519,-61.3,"20250618","Probe1","",2025-07-02 14:21:00,-87.4740635476373,1.08763928276064,-52.7674940347453
"16",2025-07-02,"Control","4","14:21","ZD;JA",25.09,35.07,8.15872970972032,-64.2,"20250618","Probe1","",2025-07-02 14:21:00,-87.4740635476373,1.08763928276064,-60.1851939431729
"17",2025-07-02,"Heat","5","14:21","ZD;JA",32.33,35.03,8.01860930126565,-61.4,"20250618","Probe1","",2025-07-02 14:21:00,-87.4740635476373,1.08763928276064,-52.3106855359859
"18",2025-07-02,"Control","6","14:21","ZD;JA",25.09,35.04,8.15866706444944,-64.2,"20250618","Probe1","",2025-07-02 14:21:00,-87.4740635476373,1.08763928276064,-60.1851939431729
"19",2025-07-03,"Control","1","08:36","PP;ZD",24.95,34.92,8.10952552096591,-61.2,"20250618","Probe1","",2025-07-03 08:36:00,-87.4740635476373,1.08763928276064,-60.3374634427594
"20",2025-07-03,"Heat","2","08:36","PP;ZD",32.21,35.24,8.03701052277518,-62.4,"20250618","Probe1","",2025-07-03 08:36:00,-87.4740635476373,1.08763928276064,-52.4412022499171
"21",2025-07-03,"Heat","3","08:36","PP;ZD",31.87,35.11,8.05600473760655,-63.3,"20250618","Probe1","",2025-07-03 08:36:00,-87.4740635476373,1.08763928276064,-52.8109996060558
"22",2025-07-03,"Control","4","08:36","PP;ZD",24.91,35.1,8.15776182942611,-64,"20250618","Probe1","",2025-07-03 08:36:00,-87.4740635476373,1.08763928276064,-60.3809690140698
"23",2025-07-03,"Heat","5","08:36","PP;ZD",32.17,35.02,8.03878725619252,-62.5,"20250618","Probe1","",2025-07-03 08:36:00,-87.4740635476373,1.08763928276064,-52.4847078212276
"24",2025-07-03,"Control","6","08:36","PP;ZD",24.94,35.07,8.16068871102395,-64.2,"20250618","Probe1","",2025-07-03 08:36:00,-87.4740635476373,1.08763928276064,-60.348339835587
"25",2025-07-03,"Control","1","14:13","ZD",24.95,34.9,8.1585121281665,-64.1,"20250618","Probe1","",2025-07-03 14:13:00,-87.4740635476373,1.08763928276064,-60.3374634427594
"26",2025-07-03,"Heat","3","14:13","ZD",32.12,35.01,8.07573004211904,-64.7,"20250618","Probe1","",2025-07-03 14:13:00,-87.4740635476373,1.08763928276064,-52.5390897853656
"27",2025-07-03,"Heat","2","14:13","ZD",32.25,34.85,8.07047239445005,-64.5,"20250618","Probe1","",2025-07-03 14:13:00,-87.4740635476373,1.08763928276064,-52.3976966786067
"28",2025-07-03,"Control","4","14:13","ZD",24.87,34.99,8.18511062726222,-65.6,"20250618","Probe1","",2025-07-03 14:13:00,-87.4740635476373,1.08763928276064,-60.4244745853802
"29",2025-07-03,"Heat","5","14:13","ZD",32.02,35.07,8.04740097163076,-62.9,"20250618","Probe1","",2025-07-03 14:13:00,-87.4740635476373,1.08763928276064,-52.6478537136417
"30",2025-07-03,"Control","6","14:13","ZD",24.9,34.95,8.18125093584319,-65.4,"20250618","Probe1","",2025-07-03 14:13:00,-87.4740635476373,1.08763928276064,-60.3918454068974
"31",2025-07-03,"Control","1","15:16","ZD",25.08,34.78,8.15994684561219,-64.3,"20250618","Probe1","",2025-07-03 15:16:00,-87.4740635476373,1.08763928276064,-60.1960703360005
"32",2025-07-03,"Heat","2","15:16","ZD",31.87,34.74,8.08509605132751,-65.1,"20250618","Probe1","",2025-07-03 15:16:00,-87.4740635476373,1.08763928276064,-52.8109996060558
"33",2025-07-03,"Heat","3","15:16","ZD",32.19,34.86,8.07951634873829,-65,"20250618","Probe1","",2025-07-03 15:16:00,-87.4740635476373,1.08763928276064,-52.4629550355724
"34",2025-07-03,"Control","4","15:16","ZD",25.03,34.82,8.18434489087738,-65.7,"20250618","Probe1","",2025-07-03 15:16:00,-87.4740635476373,1.08763928276064,-60.2504523001385
"35",2025-07-03,"Heat","5","15:16","ZD",32.07,34.82,8.061183653898,-63.8,"20250618","Probe1","",2025-07-03 15:16:00,-87.4740635476373,1.08763928276064,-52.5934717495036
"36",2025-07-03,"Control","6","15:16","ZD",25.14,34.79,8.18283834014968,-65.7,"20250618","Probe1","",2025-07-03 15:16:00,-87.4740635476373,1.08763928276064,-60.1308119790349
"37",2025-07-04,"Control","1","10:35","ZD",24.98,34.94,8.17341822435491,-65,"20250618","Probe1","",2025-07-04 10:35:00,-87.4740635476373,1.08763928276064,-60.3048342642766
"38",2025-07-04,"Heat","2","10:35","ZD",32.15,34.9,8.09330903716092,-65.8,"20250618","Probe1","",2025-07-04 10:35:00,-87.4740635476373,1.08763928276064,-52.5064606068828
"39",2025-07-04,"Heat","3","10:35","ZD",32.12,34.89,8.10358632498435,-66.4,"20250618","Probe1","",2025-07-04 10:35:00,-87.4740635476373,1.08763928276064,-52.5390897853656
"40",2025-07-04,"Control","4","10:35","ZD",24.99,34.92,8.1935303797142,-66.2,"20250618","Probe1","",2025-07-04 10:35:00,-87.4740635476373,1.08763928276064,-60.293957871449
"41",2025-07-04,"Heat","5","10:35","ZD",32.13,34.9,8.07705978742335,-64.8,"20250618","Probe1","",2025-07-04 10:35:00,-87.4740635476373,1.08763928276064,-52.528213392538
"42",2025-07-04,"Control","6","10:35","ZD",25.03,34.91,8.18622217804127,-65.8,"20250618","Probe1","",2025-07-04 10:35:00,-87.4740635476373,1.08763928276064,-60.2504523001385
"43",2025-07-04,"Control","1","18:38","ZD",25.03,34.85,8.19116791620054,-66.1,"20250618","Probe1","",2025-07-04 18:38:00,-87.4740635476373,1.08763928276064,-60.2504523001385
"44",2025-07-04,"Heat","2","18:38","ZD",31.97,34.8,8.09877312091909,-66,"20250618","Probe1","",2025-07-04 18:38:00,-87.4740635476373,1.08763928276064,-52.7022356777797
"45",2025-07-04,"Heat","3","18:38","ZD",32.12,34.79,8.10341257494116,-66.4,"20250618","Probe1","",2025-07-04 18:38:00,-87.4740635476373,1.08763928276064,-52.5390897853656
"46",2025-07-04,"Control","4","18:38","ZD",25.19,34.9,8.20605952084975,-67.1,"20250618","Probe1","",2025-07-04 18:38:00,-87.4740635476373,1.08763928276064,-60.0764300148968
"47",2025-07-04,"Heat","5","18:38","ZD",32.23,34.81,8.08386372392367,-65.3,"20250618","Probe1","",2025-07-04 18:38:00,-87.4740635476373,1.08763928276064,-52.4194494642619
"48",2025-07-04,"Control","6","18:38","ZD",25.3,34.83,8.19939591983474,-66.8,"20250618","Probe1","",2025-07-04 18:38:00,-87.4740635476373,1.08763928276064,-59.9567896937932
"49",2025-07-05,"Control","1","10:00","ZD",25.05,35.07,8.17615268563068,-65.2,"20250618","Probe1","",2025-07-05 10:00:00,-87.4740635476373,1.08763928276064,-60.2286995144833
"50",2025-07-05,"Heat","2","10:00","ZD",32.07,35.13,8.0980521920476,-66,"20250618","Probe1","",2025-07-05 10:00:00,-87.4740635476373,1.08763928276064,-52.5934717495036
"51",2025-07-05,"Heat","3","10:00","ZD",31.91,35.19,8.10519402859116,-66.3,"20250618","Probe1","",2025-07-05 10:00:00,-87.4740635476373,1.08763928276064,-52.7674940347453
"52",2025-07-05,"Control","4","10:00","ZD",24.99,35.15,8.19063061035701,-66,"20250618","Probe1","",2025-07-05 10:00:00,-87.4740635476373,1.08763928276064,-60.293957871449
"53",2025-07-05,"Heat","5","10:00","ZD",32.09,35.21,8.09958431054315,-66.1,"20250618","Probe1","",2025-07-05 10:00:00,-87.4740635476373,1.08763928276064,-52.5717189638484
"54",2025-07-05,"Control","6","10:00","ZD",25.13,35.07,8.18862043658426,-66,"20250618","Probe1","",2025-07-05 10:00:00,-87.4740635476373,1.08763928276064,-60.1416883718625
"55",2025-07-05,"Control","1","11:00","ZD",25.11,34.81,8.18158389932743,-65.6,"20250618","Probe1","",2025-07-05 11:00:00,-87.4740635476373,1.08763928276064,-60.1634411575177
"56",2025-07-05,"Heat","2","11:00","ZD",31.93,34.83,8.09438885748949,-65.7,"20250618","Probe1","",2025-07-05 11:00:00,-87.4740635476373,1.08763928276064,-52.7457412490901
"57",2025-07-05,"Heat","3","11:00","ZD",32.08,34.8,8.10725220047436,-66.6,"20250618","Probe1","",2025-07-05 11:00:00,-87.4740635476373,1.08763928276064,-52.582595356676
"58",2025-07-05,"Control","4","11:00","ZD",25.06,34.87,8.20433482579556,-66.9,"20250618","Probe1","",2025-07-05 11:00:00,-87.4740635476373,1.08763928276064,-60.2178231216557
"59",2025-07-05,"Heat","5","11:00","ZD",32.09,34.82,8.10550574266845,-66.5,"20250618","Probe1","",2025-07-05 11:00:00,-87.4740635476373,1.08763928276064,-52.5717189638484
"60",2025-07-05,"Control","6","11:00","ZD",25.17,34.77,8.19591824455709,-66.5,"20250618","Probe1","",2025-07-05 11:00:00,-87.4740635476373,1.08763928276064,-60.098182800552
"61",2025-07-06,"Control","1","11:31","ZD",25.06,35.03,8.19114803442073,-66.1,"20250618","Probe1","",2025-07-06 11:31:00,-87.4740635476373,1.08763928276064,-60.2178231216557
"62",2025-07-06,"Heat","2","11:31","ZD",32.02,35,8.11168515516557,-66.8,"20250618","Probe1","",2025-07-06 11:31:00,-87.4740635476373,1.08763928276064,-52.6478537136417
"63",2025-07-06,"Heat","3","11:31","ZD",32.03,35.05,8.13145948186878,-68,"20250618","Probe1","",2025-07-06 11:31:00,-87.4740635476373,1.08763928276064,-52.6369773208141
"64",2025-07-06,"Control","4","11:31","ZD",24.92,35.12,8.21346974220621,-67.3,"20250618","Probe1","",2025-07-06 11:31:00,-87.4740635476373,1.08763928276064,-60.3700926212422
"65",2025-07-06,"Heat","5","11:31","ZD",31.96,35.14,8.12757984456893,-67.7,"20250618","Probe1","",2025-07-06 11:31:00,-87.4740635476373,1.08763928276064,-52.7131120706073
"66",2025-07-06,"Control","6","11:31","ZD",25.06,35.03,8.20804811428093,-67.1,"20250618","Probe1","",2025-07-06 11:31:00,-87.4740635476373,1.08763928276064,-60.2178231216557
"67",2025-07-06,"Control","1","12:30","ZD",24.94,34.8,8.19393885501924,-66.2,"20250618","Probe1","",2025-07-06 12:30:00,-87.4740635476373,1.08763928276064,-60.348339835587
"68",2025-07-06,"Heat","2","12:30","ZD",32.25,34.77,8.11323980885273,-67.1,"20250618","Probe1","incorrectly written down as 35.25, but it read 32.25 (confirmed with apex)",2025-07-06 12:30:00,-87.4740635476373,1.08763928276064,-52.3976966786067
"69",2025-07-06,"Heat","3","12:30","ZD",32.33,34.86,8.1272005001166,-68,"20250618","Probe1","",2025-07-06 12:30:00,-87.4740635476373,1.08763928276064,-52.3106855359859
"70",2025-07-06,"Control","4","12:30","ZD",25.18,34.81,8.2076945244495,-67.2,"20250618","Probe1","",2025-07-06 12:30:00,-87.4740635476373,1.08763928276064,-60.0873064077244
"71",2025-07-06,"Heat","5","12:30","ZD",32.25,34.82,8.11002576248159,-66.9,"20250618","Probe1","",2025-07-06 12:30:00,-87.4740635476373,1.08763928276064,-52.3976966786067
"72",2025-07-06,"Control","6","12:30","ZD",25.05,34.8,8.20770164763403,-67.1,"20250618","Probe1","",2025-07-06 12:30:00,-87.4740635476373,1.08763928276064,-60.2286995144833
"73",2025-07-06,"Control","1","19:08","ZD",25.04,34.87,8.18769766781009,-65.9,"20250618","Probe1","",2025-07-06 19:08:00,-87.4740635476373,1.08763928276064,-60.2395759073109
"74",2025-07-06,"Heat","2","19:08","ZD",32.14,34.83,8.1296350087666,-68,"20250618","Probe1","",2025-07-06 19:08:00,-87.4740635476373,1.08763928276064,-52.5173369997104
"75",2025-07-06,"Heat","3","19:08","ZD",32.2,34.96,8.14062907095942,-68.7,"20250618","Probe1","",2025-07-06 19:08:00,-87.4740635476373,1.08763928276064,-52.4520786427447
"76",2025-07-06,"Control","4","19:08","ZD",25.16,34.95,8.1913547277749,-66.2,"20250618","Probe1","",2025-07-06 19:08:00,-87.4740635476373,1.08763928276064,-60.1090591933796
"77",2025-07-06,"Heat","5","19:08","ZD",32.05,34.86,8.13747039328033,-68.4,"20250618","Probe1","",2025-07-06 19:08:00,-87.4740635476373,1.08763928276064,-52.6152245351588
"78",2025-07-06,"Control","6","19:08","ZD",25.19,34.91,8.20608026264614,-67.1,"20250618","Probe1","",2025-07-06 19:08:00,-87.4740635476373,1.08763928276064,-60.0764300148968
"79",2025-07-07,"Control","1","08:31","ZD",25.05,34.83,8.19762350780943,-66.5,"20250618","Probe1","",2025-07-07 08:31:00,-87.4740635476373,1.08763928276064,-60.2286995144833
"80",2025-07-07,"Heat","2","08:31","ZD",32.14,34.96,8.1315120610949,-68.1,"20250618","Probe1","",2025-07-07 08:31:00,-87.4740635476373,1.08763928276064,-52.5173369997104
"81",2025-07-07,"Heat","3","08:31","ZD",31.88,34.94,8.15966663886717,-69.6,"20250618","Probe1","",2025-07-07 08:31:00,-87.4740635476373,1.08763928276064,-52.8001232132282
"82",2025-07-07,"Control","4","08:31","ZD",25.06,34.93,8.21459966260639,-67.5,"20250618","Probe1","",2025-07-07 08:31:00,-87.4740635476373,1.08763928276064,-60.2178231216557
"83",2025-07-07,"Heat","5","08:31","ZD",31.9,34.96,8.13961272115265,-68.4,"20250618","Probe1","",2025-07-07 08:31:00,-87.4740635476373,1.08763928276064,-52.7783704275729
"84",2025-07-07,"Control","6","08:31","ZD",25.1,34.92,8.21066976391485,-67.3,"20250618","Probe1","",2025-07-07 08:31:00,-87.4740635476373,1.08763928276064,-60.1743175503453
"85",2025-07-07,"Control","1","10:35","ZD",24.98,34.89,8.19359954156827,-66.2,"20250618","Probe1","",2025-07-07 10:35:00,-87.4740635476373,1.08763928276064,-60.3048342642766
"86",2025-07-07,"Heat","2","10:35","ZD",32.21,34.99,8.1207447947285,-67.5,"20250618","Probe1","",2025-07-07 10:35:00,-87.4740635476373,1.08763928276064,-52.4412022499171
"87",2025-07-07,"Heat","3","10:35","ZD",31.82,34.91,8.15709986003938,-69.4,"20250618","Probe1","",2025-07-07 10:35:00,-87.4740635476373,1.08763928276064,-52.8653815701938
"88",2025-07-07,"Control","4","10:35","ZD",24.91,34.95,8.21155512675478,-67.2,"20250618","Probe1","",2025-07-07 10:35:00,-87.4740635476373,1.08763928276064,-60.3809690140698
"89",2025-07-07,"Heat","5","10:35","ZD",32.22,34.95,8.12549561137993,-67.8,"20250618","Probe1","",2025-07-07 10:35:00,-87.4740635476373,1.08763928276064,-52.4303258570895
"90",2025-07-07,"Control","6","10:35","ZD",25.06,34.9,8.20946721595633,-67.2,"20250618","Probe1","",2025-07-07 10:35:00,-87.4740635476373,1.08763928276064,-60.2178231216557
