Pocillopora_acuta_HIv2___RNAseq.g8650.t1	sp	K0E4E1	ECDE_ASPRU	38.202	89	55	0	81	169	368	456	7.12e-12	66.2
Pocillopora_acuta_HIv2___RNAseq.g12667.t2	sp	Q9H9B1	EHMT1_HUMAN	46.097	538	281	6	571	1104	733	1265	1.10e-167	532
Pocillopora_acuta_HIv2___RNAseq.g21512.t2	sp	W0LYS5	CAMKI_MACNP	70.543	258	75	1	65	322	72	328	6.88e-144	413
Pocillopora_acuta_HIv2___RNAseq.g10471.t1	sp	Q5ZI67	NHLC2_CHICK	49.300	714	340	9	24	731	25	722	0.0	697
Pocillopora_acuta_HIv2___RNAseq.g14787.t1	sp	Q99853	FOXB1_HUMAN	55.507	227	85	6	1	214	1	224	5.30e-73	229
Pocillopora_acuta_HIv2___RNAseq.g9263.t1	sp	Q9D7H3	RTCA_MOUSE	28.763	372	250	5	124	486	1	366	4.75e-49	176
Pocillopora_acuta_HIv2___RNAseq.g12938.t1	sp	O95149	SPN1_HUMAN	44.709	378	161	5	1	373	1	335	4.17e-100	306
Pocillopora_acuta_HIv2___TS.g29608.t1b	sp	A0A0G2K2P5	ZO1_RAT	42.857	84	46	2	90	173	1637	1718	3.12e-12	73.6
Pocillopora_acuta_HIv2___RNAseq.g15740.t1	sp	Q9W2U4	PP4R2_DROME	48.951	143	70	2	1	142	4	144	6.73e-37	143
Pocillopora_acuta_HIv2___TS.g16961.t1	sp	Q6JAN0	AGRV1_DANRE	30.561	3871	2371	110	2323	6027	2480	6199	0.0	1375
Pocillopora_acuta_HIv2___RNAseq.g684.t1	sp	Q2M3R5	S35G1_HUMAN	37.261	314	188	5	88	395	55	365	6.32e-49	172
Pocillopora_acuta_HIv2___RNAseq.g8671.t1	sp	Q7KVA1	XYLT_DROME	39.785	93	53	2	481	570	138	230	6.65e-11	70.1
Pocillopora_acuta_HIv2___RNAseq.g26063.t1	sp	Q61212	NPY6R_MOUSE	24.709	344	220	9	6	335	11	329	4.87e-23	102
Pocillopora_acuta_HIv2___RNAseq.g21007.t1	sp	Q9UKC9	FBXL2_HUMAN	26.712	292	204	6	222	509	80	365	3.61e-20	96.7
Pocillopora_acuta_HIv2___TS.g7562.t1	sp	O60290	ZN862_HUMAN	26.970	571	397	13	43	608	443	998	9.15e-57	211
Pocillopora_acuta_HIv2___RNAseq.g28147.t1	sp	Q505D1	ANR28_MOUSE	38.983	118	72	0	15	132	144	261	3.10e-18	83.2
Pocillopora_acuta_HIv2___RNAseq.1261_t	sp	Q58116	HMDH_METJA	37.602	367	205	6	28	391	60	405	2.27e-71	232
Pocillopora_acuta_HIv2___RNAseq.g3030.t1	sp	Q8R151	ZNFX1_MOUSE	43.750	1056	526	24	808	1848	903	1905	0.0	849
Pocillopora_acuta_HIv2___TS.g14227.t1	sp	Q8NGB9	OR4F6_HUMAN	29.661	118	78	2	64	177	42	158	5.27e-08	57.0
Pocillopora_acuta_HIv2___RNAseq.g7675.t1	sp	A7SE05	UBE2S_NEMVE	73.786	206	50	3	1	204	1	204	1.89e-102	297
Pocillopora_acuta_HIv2___RNAseq.g29052.t1	sp	Q9NBX4	RTXE_DROME	28.188	298	193	7	111	401	488	771	1.36e-22	103
Pocillopora_acuta_HIv2___RNAseq.g17768.t1	sp	P34457	YMD3_CAEEL	36.979	192	111	4	1	191	1	183	2.10e-34	126
Pocillopora_acuta_HIv2___RNAseq.g11999.t1	sp	Q5ZI89	TPC11_CHICK	39.286	672	391	7	1	660	459	1125	1.37e-167	512
Pocillopora_acuta_HIv2___RNAseq.g29583.t1	sp	P30836	LYAM1_RAT	30.769	143	89	5	9	151	15	147	1.97e-13	74.3
Pocillopora_acuta_HIv2___RNAseq.g15303.t1	sp	Q8AV58	SDK1_CHICK	25.514	925	599	33	1428	2326	939	1799	1.45e-52	209
Pocillopora_acuta_HIv2___RNAseq.g22205.t1	sp	A4FUW8	TXD11_BOVIN	33.131	329	190	8	565	868	566	889	2.56e-40	164
Pocillopora_acuta_HIv2___RNAseq.g18413.t1	sp	Q8AWC7	OFUT4_CHICK	33.953	215	127	4	130	331	154	366	4.93e-29	121
Pocillopora_acuta_HIv2___RNAseq.g16151.t1	sp	Q2KHM9	MOONR_HUMAN	34.551	356	168	13	43	370	32	350	5.24e-28	125
Pocillopora_acuta_HIv2___RNAseq.g8528.t1	sp	Q5BIM1	TRI45_BOVIN	27.211	147	106	1	78	223	176	322	2.32e-11	68.6
Pocillopora_acuta_HIv2___TS.g5334.t1	sp	P08254	MMP3_HUMAN	48.387	217	90	8	48	258	64	264	9.29e-52	179
Pocillopora_acuta_HIv2___RNAseq.g13878.t1	sp	Q96PC5	MIA2_HUMAN	26.683	401	194	14	1274	1601	940	1313	1.94e-16	89.7
Pocillopora_acuta_HIv2___RNAseq.g2810.t1	sp	Q6Y306	MRP9_RAT	33.641	651	339	20	317	941	470	1053	7.79e-87	308
Pocillopora_acuta_HIv2___RNAseq.g13609.t1	sp	P41636	4CL_PINTA	37.372	487	278	8	4	478	13	484	1.10e-97	307
Pocillopora_acuta_HIv2___RNAseq.g20676.t1	sp	Q6DK99	CNFNB_XENLA	40.323	124	52	5	5	124	3	108	7.28e-18	76.3
Pocillopora_acuta_HIv2___RNAseq.g4133.t1	sp	O60290	ZN862_HUMAN	26.590	519	366	9	5	518	428	936	4.71e-53	197
Pocillopora_acuta_HIv2___RNAseq.g6866.t1b	sp	Q7TN88	PK1L2_MOUSE	24.275	655	438	15	1183	1821	1788	2400	1.43e-49	199
Pocillopora_acuta_HIv2___RNAseq.g27786.t1	sp	Q7KVW5	KCNN_DROME	21.341	328	218	8	57	361	476	786	2.01e-15	84.0
Pocillopora_acuta_HIv2___RNAseq.g31168.t1	sp	Q0VGW4	ERMP1_XENLA	35.983	239	140	7	19	249	643	876	1.42e-38	145
Pocillopora_acuta_HIv2___RNAseq.5473_t	sp	Q86W47	KCMB4_HUMAN	24.664	223	134	11	2	210	3	205	8.71e-10	60.1
Pocillopora_acuta_HIv2___RNAseq.g1119.t1	sp	Q8C6K9	CO6A6_MOUSE	23.577	1124	714	36	16	1047	46	1116	5.84e-52	204
Pocillopora_acuta_HIv2___TS.g13052.t1	sp	Q9H5L6	THAP9_HUMAN	37.234	94	47	4	10	99	22	107	3.56e-09	62.0
Pocillopora_acuta_HIv2___RNAseq.g17012.t1	sp	P18178	VP31_FRG3G	28.994	169	99	5	42	193	42	206	1.12e-08	57.0
Pocillopora_acuta_HIv2___RNAseq.g14903.t1	sp	Q5Q995	KTAP2_IXOSC	51.852	135	62	1	1	132	1	135	7.17e-45	145
Pocillopora_acuta_HIv2___RNAseq.g17052.t1	sp	P63012	RAB3A_RAT	48.214	168	84	2	16	181	21	187	8.54e-53	172
Pocillopora_acuta_HIv2___RNAseq.g1703.t1	sp	Q8BLD9	DRD5_MOUSE	27.368	190	111	4	34	196	53	242	5.17e-14	73.2
Pocillopora_acuta_HIv2___RNAseq.g8516.t1	sp	Q0VGW4	ERMP1_XENLA	37.273	220	130	6	24	240	662	876	1.72e-37	142
Pocillopora_acuta_HIv2___RNAseq.g26878.t1	sp	Q9QXT4	CMLO1_RAT	31.783	129	82	3	40	168	83	205	6.75e-15	72.8
Pocillopora_acuta_HIv2___RNAseq.g24694.t1	sp	Q9L9D7	COCE_RHOSM	25.222	563	339	18	2	519	5	530	1.77e-34	142
Pocillopora_acuta_HIv2___RNAseq.g20562.t1	sp	O77503	AGO2_RABIT	54.316	753	185	9	26	624	93	840	0.0	760
Pocillopora_acuta_HIv2___RNAseq.g21953.t1	sp	O93309	SMC3_XENLA	54.839	1209	533	6	89	1287	1	1206	0.0	1303
Pocillopora_acuta_HIv2___RNAseq.g20674.t1	sp	Q9H6L4	ARMC7_HUMAN	63.522	159	56	1	16	172	10	168	1.60e-71	217
Pocillopora_acuta_HIv2___RNAseq.g2812.t1	sp	A1A600	EFC4A_DANRE	32.903	310	175	5	102	409	38	316	1.07e-31	127
Pocillopora_acuta_HIv2___RNAseq.g1629.t1a	sp	O08873	MADD_RAT	38.718	1108	460	29	11	984	9	1031	0.0	655
Pocillopora_acuta_HIv2___RNAseq.g1629.t1b	sp	P48509	CD151_HUMAN	38.889	252	145	4	27	269	1	252	1.86e-52	174
Pocillopora_acuta_HIv2___RNAseq.g13766.t1	sp	O60306	AQR_HUMAN	67.429	1400	442	9	6	1395	5	1400	0.0	1999
Pocillopora_acuta_HIv2___RNAseq.g7259.t1	sp	P82094	TMF1_HUMAN	45.750	647	325	7	544	1176	454	1088	7.45e-146	471
Pocillopora_acuta_HIv2___RNAseq.g19852.t1	sp	P17972	KCNAW_DROME	42.792	437	217	6	11	420	5	435	1.96e-114	356
Pocillopora_acuta_HIv2___RNAseq.g19482.t1	sp	Q5BIM5	ZFY27_BOVIN	26.371	383	252	10	15	379	32	402	1.29e-27	115
Pocillopora_acuta_HIv2___RNAseq.g11804.t1	sp	A0A2V5GX43	PYVA_ASPV1	28.257	499	311	16	2	481	316	786	2.11e-43	175
Pocillopora_acuta_HIv2___RNAseq.g15419.t1	sp	P63155	CRNL1_RAT	70.213	282	84	0	2	283	391	672	3.88e-146	428
Pocillopora_acuta_HIv2___RNAseq.g12555.t1	sp	Q7SYK1	TGT_DANRE	67.920	399	126	2	1	397	1	399	0.0	572
Pocillopora_acuta_HIv2___RNAseq.g29252.t1	sp	Q3SWT4	IWS1_RAT	49.235	392	151	8	282	668	416	764	1.16e-109	351
Pocillopora_acuta_HIv2___RNAseq.g21518.t1	sp	Q8JZQ5	AOC1_MOUSE	37.709	716	426	8	58	761	15	722	0.0	549
Pocillopora_acuta_HIv2___TS.g2456.t1	sp	Q8CIZ5	DMBT1_RAT	33.553	152	79	5	220	362	950	1088	3.12e-12	72.8
Pocillopora_acuta_HIv2___RNAseq.g10742.t1	sp	A0A0C2SRU0	IBOD_AMAMK	46.367	289	136	5	3	273	41	328	6.23e-83	256
Pocillopora_acuta_HIv2___TS.g23924.t1	sp	Q9BY15	AGRE3_HUMAN	31.579	133	84	4	175	304	235	363	5.20e-12	71.2
Pocillopora_acuta_HIv2___TS.g11649.t1	sp	A0A1D5NSM8	SVEP1_DANRE	29.851	201	126	6	9	206	626	814	1.72e-13	72.4
Pocillopora_acuta_HIv2___TS.g30735.t1	sp	Q9UR07	TF211_SCHPO	27.898	509	317	14	228	711	613	1096	3.10e-48	190
Pocillopora_acuta_HIv2___RNAseq.g3032.t1	sp	Q8R151	ZNFX1_MOUSE	43.223	1055	532	24	642	1681	903	1905	0.0	834
Pocillopora_acuta_HIv2___RNAseq.g8514.t1	sp	O93430	GLRA1_DANRE	36.453	406	228	8	59	450	44	433	1.22e-81	262
Pocillopora_acuta_HIv2___RNAseq.g11806.t1	sp	Q8BH60	GOPC_MOUSE	62.069	377	124	3	4	371	28	394	1.80e-158	461
Pocillopora_acuta_HIv2___RNAseq.g2932.t1	sp	Q8JHW2	TSP3A_DANRE	43.560	691	360	13	1901	2575	269	945	5.88e-151	500
Pocillopora_acuta_HIv2___RNAseq.g7238.t1	sp	Q8WU66	TSEAR_HUMAN	32.192	292	184	6	145	423	361	651	2.80e-34	140
Pocillopora_acuta_HIv2___RNAseq.g18467.t1	sp	Q9D4G9	RMI1_MOUSE	44.330	194	104	2	19	208	26	219	4.35e-43	168
Pocillopora_acuta_HIv2___TS.g2471.t1	sp	Q9NSA2	KCND1_HUMAN	40.722	388	210	4	43	420	30	407	1.06e-97	310
Pocillopora_acuta_HIv2___TS.g20205.t1	sp	P10731	AMD_BOVIN	43.939	264	134	7	3	264	70	321	2.67e-65	223
Pocillopora_acuta_HIv2___RNAseq.14358_t	sp	Q96PQ7	KLHL5_HUMAN	43.571	560	307	5	16	569	197	753	1.80e-168	499
Pocillopora_acuta_HIv2___RNAseq.g29250.t1	sp	Q8BLA8	TRPA1_MOUSE	23.839	646	377	16	16	561	445	1075	5.71e-44	172
Pocillopora_acuta_HIv2___RNAseq.g7445.t2	sp	P38432	COIL_HUMAN	41.525	118	53	4	546	656	455	563	5.93e-16	85.1
Pocillopora_acuta_HIv2___TS.g30979.t1	sp	Q9H553	ALG2_HUMAN	57.538	398	162	4	5	398	17	411	6.61e-165	472
Pocillopora_acuta_HIv2___RNAseq.g14455.t1	sp	P34897	GLYM_HUMAN	65.284	458	156	3	15	470	46	502	0.0	630
Pocillopora_acuta_HIv2___RNAseq.g21024.t1	sp	Q02974	KHK_RAT	48.639	294	150	1	19	312	5	297	3.55e-102	305
Pocillopora_acuta_HIv2___TS.g16484.t1	sp	P31649	S6A13_MOUSE	55.862	580	226	7	2	575	26	581	0.0	664
Pocillopora_acuta_HIv2___RNAseq.g7447.t1	sp	Q6Q4H1	JMJD6_HYDVU	26.866	268	173	9	212	467	48	304	4.99e-18	89.7
Pocillopora_acuta_HIv2___RNAseq.g19569.t1	sp	P42297	YXIE_BACSU	26.027	146	107	1	7	152	3	147	4.11e-13	65.9
Pocillopora_acuta_HIv2___TS.g20442.t1	sp	Q95SX7	RTBS_DROME	31.878	229	128	12	78	297	324	533	1.15e-08	59.7
Pocillopora_acuta_HIv2___RNAseq.g3826.t1	sp	Q9ER58	TICN2_MOUSE	34.722	216	97	9	47	248	192	377	5.81e-23	100
Pocillopora_acuta_HIv2___RNAseq.g11109.t1	sp	P41983	MC5R_SHEEP	27.431	288	197	4	10	291	32	313	2.34e-21	95.1
Pocillopora_acuta_HIv2___TS.g15455.t1	sp	Q4LDE5	SVEP1_HUMAN	28.622	849	519	21	898	1680	2259	3086	1.58e-87	323
Pocillopora_acuta_HIv2___TS.g15590.t1	sp	Q96RW7	HMCN1_HUMAN	24.498	249	145	9	470	713	2393	2603	2.08e-06	55.8
Pocillopora_acuta_HIv2___RNAseq.g22585.t2c	sp	Q9JMH4	COHA1_MESAU	47.788	113	44	4	192	289	688	800	1.49e-14	79.0
Pocillopora_acuta_HIv2___RNAseq.g21026.t1	sp	Q62077	PLCG1_MOUSE	46.451	1268	590	28	23	1251	28	1245	0.0	1075
Pocillopora_acuta_HIv2___RNAseq.g28446.t1	sp	Q6ZT07	TBCD9_HUMAN	40.000	65	33	1	56	120	896	954	3.78e-08	53.9
