"gene_id","count_FOXO3","count_HSF1","count_NFE2L2","ImpulseDE2_padj","ImpulseDE2_response_type","Mfuzz_cluster","Mfuzz_membership","WGCNA_module"
"Porites_compressa_HIv1___RNAseq.g9718.t1a",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9719.t1",0,1,0,0.00140979501932596,"Monotonous",2,0.907183830551431,"ME2"
"Porites_compressa_HIv1___TS.g4365.t2",0,0,0,NA,NA,NA,NA,"ME1"
"Porites_compressa_HIv1___TS.g4365.t3",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___TS.g4366.t1",0,0,0,NA,NA,NA,NA,"ME1"
"Porites_compressa_HIv1___RNAseq.g9722.t1",0,1,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9723.t1",0,0,0,NA,NA,NA,NA,"ME3"
"Porites_compressa_HIv1___RNAseq.g9724.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9725.t1",0,1,0,0.00896039237378368,"Transient",5,0.513496123727353,"ME18"
"Porites_compressa_HIv1___RNAseq.g9726.t1",1,0,0,NA,NA,NA,NA,"ME1"
"Porites_compressa_HIv1___RNAseq.g9727.t1",0,0,0,0.00187346056099362,"Monotonous",2,0.774110905875858,"ME4"
"Porites_compressa_HIv1___TS.g4373.t1",0,1,0,NA,NA,NA,NA,"ME17"
"Porites_compressa_HIv1___RNAseq.g9729.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9730.t1",0,1,0,NA,NA,NA,NA,"ME4"
"Porites_compressa_HIv1___RNAseq.g9743.t1",0,0,0,NA,NA,NA,NA,"ME1"
"Porites_compressa_HIv1___RNAseq.g9744.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9745.t1",1,0,0,NA,NA,NA,NA,"ME4"
"Porites_compressa_HIv1___RNAseq.g9746.t2",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9747.t2",0,0,1,0.0105578076155098,"Transient",4,0.869207110408965,"ME3"
"Porites_compressa_HIv1___RNAseq.g9748.t1",0,0,1,0.000259653672384196,"Monotonous",6,0.603436172120873,"ME1"
"Porites_compressa_HIv1___TS.g4396.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9751.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9752.t1",0,0,0,0.00264676825973704,"Transient",NA,NA,"ME3"
"Porites_compressa_HIv1___TS.g4399.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___TS.g4400.t1",0,1,0,0.0286274259880801,"Other",5,0.608083640640546,"ME1"
"Porites_compressa_HIv1___RNAseq.g9755.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9756.t1",0,0,0,NA,NA,NA,NA,"ME3"
"Porites_compressa_HIv1___RNAseq.g9757.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9758.t1",0,0,0,NA,NA,NA,NA,"ME15"
"Porites_compressa_HIv1___RNAseq.94_t",1,0,0,NA,NA,NA,NA,"ME4"
"Porites_compressa_HIv1___RNAseq.g9759.t1",0,0,0,0.0316988844451885,"Other",6,0.541269059762696,"ME1"
"Porites_compressa_HIv1___RNAseq.g9760.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9763.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9765.t1",2,0,0,NA,NA,NA,NA,"ME1"
"Porites_compressa_HIv1___RNAseq.g9766.t1",2,0,0,0.00110694823238653,"Transient",3,0.669149926377605,"ME2"
"Porites_compressa_HIv1___RNAseq.g9767.t1",0,1,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9769.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9770.t1",0,1,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9771.t1",0,1,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9777.t1",0,0,1,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9785.t1",0,0,0,NA,NA,NA,NA,"ME2"
"Porites_compressa_HIv1___TS.g4438.t1",0,0,1,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9809.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___TS.g4468.t1",0,2,0,NA,NA,NA,NA,"ME2"
"Porites_compressa_HIv1___RNAseq.g9859.t1",0,0,0,NA,NA,NA,NA,"ME22"
"Porites_compressa_HIv1___RNAseq.g9860.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9772.t1",0,0,0,0.000104357730035479,"Transient",3,0.912893952401581,"ME3"
"Porites_compressa_HIv1___TS.g4418.t1b",0,1,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___TS.g4418.t1a",0,1,0,NA,NA,NA,NA,"ME11"
"Porites_compressa_HIv1___RNAseq.g9775.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9776.t1",0,1,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9779.t1",0,1,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9780.t1",0,0,0,0.00082416988546665,"Transient",6,0.534460850222388,"ME1"
"Porites_compressa_HIv1___RNAseq.g9781.t1",0,0,1,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___TS.g4425.t2",0,0,0,NA,NA,NA,NA,"ME1"
"Porites_compressa_HIv1___TS.g4426.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___TS.g4427.t1",0,0,0,NA,NA,NA,NA,"ME5"
"Porites_compressa_HIv1___RNAseq.g9784.t1",0,0,0,0.00167413021366656,"Monotonous",2,0.523735381199192,"ME2"
"Porites_compressa_HIv1___TS.g4431.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9787.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___TS.g4433.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9789.t1",0,0,1,NA,NA,NA,NA,"ME4"
"Porites_compressa_HIv1___RNAseq.g9790.t1",0,0,0,NA,NA,NA,NA,"ME4"
"Porites_compressa_HIv1___RNAseq.g9791.t1",0,0,0,NA,NA,NA,NA,"ME1"
"Porites_compressa_HIv1___RNAseq.g9792.t1",0,0,0,0.00371656494754616,"Transient",4,0.955995182366668,"ME3"
"Porites_compressa_HIv1___RNAseq.g9794.t1",0,0,0,3.7142496870257e-05,"Monotonous",1,0.945691173052149,"ME12"
"Porites_compressa_HIv1___RNAseq.g9795.t1",0,0,0,0.000848147089811493,"Other",NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9796.t1",0,0,0,0.000107738267607246,"Other",NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9797.t1",0,0,0,0.00403270559913079,"Other",NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9798.t1",0,0,1,0.00195820894294571,"Other",6,0.69582364048103,"ME1"
"Porites_compressa_HIv1___RNAseq.g9799.t1",0,0,1,0.0160666826992554,"Other",6,0.703147736350426,"ME1"
"Porites_compressa_HIv1___RNAseq.g9800.t1",0,1,0,0.0494766483793069,"Other",5,0.587304123159486,"ME1"
"Porites_compressa_HIv1___RNAseq.g9801.t1",0,0,0,NA,NA,NA,NA,"ME4"
"Porites_compressa_HIv1___RNAseq.g9802.t1",0,0,0,NA,NA,NA,NA,"ME2"
"Porites_compressa_HIv1___TS.g4448.t1a",0,0,0,0.0469744135820739,"Other",NA,NA,"ME18"
"Porites_compressa_HIv1___TS.g4448.t1b",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___TS.g4449.t1",1,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9805.t1",0,1,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9810.t1",0,0,0,NA,NA,NA,NA,"ME7"
"Porites_compressa_HIv1___RNAseq.g9811.t1",0,0,0,NA,NA,NA,NA,"ME3"
"Porites_compressa_HIv1___RNAseq.g9812.t1",0,0,1,NA,NA,NA,NA,"ME12"
"Porites_compressa_HIv1___RNAseq.g9813.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9814.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9815.t1",1,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9816.t1",0,0,0,0.0451058427417052,"Other",4,0.771380303155511,"ME0"
"Porites_compressa_HIv1___RNAseq.g9817.t1",0,0,0,NA,NA,NA,NA,"ME1"
"Porites_compressa_HIv1___RNAseq.g9818.t1",0,1,0,0.0116801588123517,"Other",NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9819.t1",0,0,0,0.0276908847615084,"Other",NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9820.t1",0,0,0,0.00567769769673507,"Monotonous",3,0.519999118069336,"ME5"
"Porites_compressa_HIv1___RNAseq.g9822.t1",1,0,1,7.20605732093234e-06,"Monotonous",6,0.585592847027648,"ME1"
"Porites_compressa_HIv1___RNAseq.g9823.t1",0,0,0,0.00461607883863473,"Transient",NA,NA,"ME1"
"Porites_compressa_HIv1___RNAseq.g9824.t1",0,0,0,1.04106118149357e-06,"Monotonous",2,0.943650473687546,"ME2"
"Porites_compressa_HIv1___RNAseq.g9825.t1",0,0,0,0.0184258105578458,"Other",3,0.540221394799391,"ME21"
"Porites_compressa_HIv1___RNAseq.g9826.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9828.t1",0,0,0,NA,NA,NA,NA,"ME1"
"Porites_compressa_HIv1___RNAseq.g9831.t1",0,0,0,5.12892850429228e-07,"Monotonous",2,0.931414415109774,"ME2"
"Porites_compressa_HIv1___RNAseq.g9832.t1",1,0,0,0.0161322955732866,"Other",6,0.875826625146146,"ME1"
"Porites_compressa_HIv1___TS.g4479.t1",0,0,0,NA,NA,NA,NA,"ME3"
"Porites_compressa_HIv1___RNAseq.g9834.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9835.t1",1,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.172_t",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9837.t1",1,0,0,NA,NA,NA,NA,"ME20"
"Porites_compressa_HIv1___RNAseq.g9838.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9839.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___TS.g4486.t1",0,0,0,NA,NA,NA,NA,"ME1"
"Porites_compressa_HIv1___RNAseq.g9842.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9843.t1",1,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___TS.g4489.t1",0,0,0,0.0018422414876462,"Monotonous",NA,NA,"ME5"
"Porites_compressa_HIv1___RNAseq.g9846.t1",0,0,0,0.0365142874291167,"Other",4,0.710502799050823,"ME3"
"Porites_compressa_HIv1___RNAseq.g9847.t1",0,0,0,NA,NA,NA,NA,"ME1"
"Porites_compressa_HIv1___RNAseq.g9848.t1",0,0,0,0.00708084062824553,"Monotonous",6,0.934985562479931,"ME1"
"Porites_compressa_HIv1___RNAseq.g9849.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9850.t1",0,1,0,NA,NA,NA,NA,"ME25"
"Porites_compressa_HIv1___TS.g4495.t3",1,0,0,NA,NA,NA,NA,"ME4"
"Porites_compressa_HIv1___RNAseq.g9852.t1",0,0,0,NA,NA,NA,NA,"ME1"
"Porites_compressa_HIv1___RNAseq.g9854.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9858.t1",0,1,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9861.t1",1,0,0,0.012877741382938,"Transient",4,0.958606512807708,"ME3"
"Porites_compressa_HIv1___RNAseq.g9862.t1",1,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9866.t1",0,1,0,NA,NA,NA,NA,"ME2"
"Porites_compressa_HIv1___RNAseq.g10283.t1",0,0,0,NA,NA,NA,NA,"ME3"
"Porites_compressa_HIv1___TS.g4520.t1",1,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9876.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9890.t1a",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9896.t1b",0,0,0,NA,NA,NA,NA,"ME1"
"Porites_compressa_HIv1___RNAseq.g9905.t1",0,0,0,NA,NA,NA,NA,"ME4"
"Porites_compressa_HIv1___RNAseq.g9907.t1",2,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9909.t1",0,0,0,NA,NA,NA,NA,"ME7"
"Porites_compressa_HIv1___RNAseq.g9910.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___TS.g4588.t1",0,0,0,NA,NA,NA,NA,"ME13"
"Porites_compressa_HIv1___RNAseq.g9953.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g10001.t1b",0,0,0,NA,NA,NA,NA,"ME1"
"Porites_compressa_HIv1___RNAseq.g10009.t1",0,0,0,NA,NA,NA,NA,"ME1"
"Porites_compressa_HIv1___RNAseq.g10024.t1",0,0,0,NA,NA,NA,NA,"ME22"
"Porites_compressa_HIv1___RNAseq.g10025.t1b",1,0,1,NA,NA,NA,NA,"ME6"
"Porites_compressa_HIv1___RNAseq.g10042.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g10045.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___TS.g4695.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g10065.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g10066.t1b",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___TS.g4718.t1",1,0,0,NA,NA,NA,NA,"ME4"
"Porites_compressa_HIv1___RNAseq.g10081.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.410_t",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g10107.t1",2,0,0,NA,NA,NA,NA,"ME13"
"Porites_compressa_HIv1___RNAseq.g10124.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g10153.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g10186.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___TS.g4838.t1",0,1,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___TS.g4847.t1",0,1,0,NA,NA,NA,NA,"ME7"
"Porites_compressa_HIv1___RNAseq.g10200.t1",0,0,0,0.0119020960237839,"Other",6,0.955079250660603,"ME0"
"Porites_compressa_HIv1___RNAseq.g10201.t1",0,1,0,0.00281309609301944,"Monotonous",6,0.909890893924437,"ME0"
"Porites_compressa_HIv1___RNAseq.g10229.t1",0,0,0,NA,NA,NA,NA,"ME1"
"Porites_compressa_HIv1___RNAseq.g10240.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___TS.g4904.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g10265.t1",0,0,0,NA,NA,NA,NA,"ME14"
"Porites_compressa_HIv1___TS.g4913.t1",0,0,0,0.00150048295526612,"Other",2,0.605195814309834,"ME4"
"Porites_compressa_HIv1___RNAseq.g10269.t1",0,0,1,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___TS.g4923.t1",2,0,0,NA,NA,NA,NA,"ME1"
"Porites_compressa_HIv1___RNAseq.g9871.t1",1,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9872.t1",0,0,0,NA,NA,NA,NA,"ME2"
"Porites_compressa_HIv1___RNAseq.g9873.t1",0,1,0,0.0349588219676945,"Other",4,0.636879329016044,"ME3"
"Porites_compressa_HIv1___RNAseq.g9875.t1",0,0,0,0.0149818773618885,"Monotonous",2,0.659529209977562,"ME5"
"Porites_compressa_HIv1___RNAseq.g9877.t1",0,0,0,NA,NA,NA,NA,"ME2"
"Porites_compressa_HIv1___RNAseq.g9879.t1",0,0,0,1.71620347637913e-09,"Monotonous",2,0.942940992060115,"ME2"
"Porites_compressa_HIv1___TS.g4526.t1",0,0,0,0.00276355837157354,"Monotonous",2,0.676089613958452,"ME2"
"Porites_compressa_HIv1___RNAseq.g9882.t1",1,1,0,0.0292308964606133,"Other",3,0.818339223222292,"ME2"
"Porites_compressa_HIv1___RNAseq.g9883.t1",0,0,0,NA,NA,NA,NA,"ME4"
"Porites_compressa_HIv1___RNAseq.g9884.t1",0,0,0,0.000257091142229414,"Transient",NA,NA,"ME1"
"Porites_compressa_HIv1___RNAseq.g9885.t2",0,0,0,NA,NA,NA,NA,"ME1"
"Porites_compressa_HIv1___RNAseq.g9886.t1",0,0,0,NA,NA,NA,NA,"ME1"
"Porites_compressa_HIv1___RNAseq.g9887.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9888.t1",0,1,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9889.t1",0,0,0,0.0122715914328286,"Transient",3,0.705710386385561,"ME3"
"Porites_compressa_HIv1___RNAseq.g9890.t1b",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9891.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9892.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9893.t1",0,0,0,NA,NA,NA,NA,"ME8"
"Porites_compressa_HIv1___RNAseq.g9897.t1",0,0,0,0.00197427711191925,"Monotonous",3,0.767944331040278,"ME4"
"Porites_compressa_HIv1___RNAseq.g9898.t1",0,0,1,NA,NA,NA,NA,"ME3"
"Porites_compressa_HIv1___RNAseq.g9899.t1",0,1,0,NA,NA,NA,NA,"ME1"
"Porites_compressa_HIv1___RNAseq.g9900.t1",0,0,0,0.00173722042352234,"Transient",5,0.836385933807629,"ME1"
"Porites_compressa_HIv1___RNAseq.g9901.t1",0,0,0,0.0417295559900828,"Transient",4,0.545195482134576,"ME3"
"Porites_compressa_HIv1___RNAseq.g9902.t1",0,0,0,6.6008470745394e-05,"Transient",4,0.917833703719362,"ME3"
"Porites_compressa_HIv1___RNAseq.g9904.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9906.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9908.t1",0,1,0,NA,NA,NA,NA,"ME1"
"Porites_compressa_HIv1___RNAseq.g9911.t1",1,0,0,0.0241484458357909,"Other",4,0.959872719658172,"ME3"
"Porites_compressa_HIv1___TS.g4559.t1",0,0,0,NA,NA,NA,NA,"ME3"
"Porites_compressa_HIv1___RNAseq.g9912.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9913.t1",0,0,0,NA,NA,NA,NA,"ME8"
"Porites_compressa_HIv1___RNAseq.245_t",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9915.t1",0,0,0,0.0301896862997985,"Monotonous",6,0.865890223444283,"ME1"
"Porites_compressa_HIv1___RNAseq.g9916.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9917.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9918.t1",0,0,0,NA,NA,NA,NA,"ME6"
"Porites_compressa_HIv1___RNAseq.g9919.t1",0,0,0,NA,NA,NA,NA,"ME2"
"Porites_compressa_HIv1___RNAseq.g9920.t1",1,0,1,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9921.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9922.t1",0,0,0,2.75534093218092e-06,"Transient",1,0.697966160408921,"ME1"
"Porites_compressa_HIv1___RNAseq.g9923.t1",0,0,0,0.0134130130641025,"Other",5,0.662813820111967,"ME1"
"Porites_compressa_HIv1___RNAseq.g9926.t1",1,0,0,0.0184686502349216,"Other",6,0.542877518170514,"ME1"
"Porites_compressa_HIv1___RNAseq.g9927.t1",2,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9928.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9929.t1",0,0,0,0.0196295488764473,"Transient",4,0.893950316202887,"ME3"
"Porites_compressa_HIv1___RNAseq.g9930.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9931.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Porites_compressa_HIv1___RNAseq.g9932.t1",0,0,0,NA,NA,NA,NA,"ME1"
