"sequence_name","count_FOXO3","count_HSF1","count_NFE2L2"
"Porites_compressa_HIv1___RNAseq.3489_t",1,0,0
"Porites_compressa_HIv1___RNAseq.34957_t",1,0,0
"Porites_compressa_HIv1___RNAseq.3532_t",1,0,0
"Porites_compressa_HIv1___RNAseq.3610_t",1,0,0
"Porites_compressa_HIv1___RNAseq.36189_t",1,0,0
"Porites_compressa_HIv1___RNAseq.36461_t",1,0,0
"Porites_compressa_HIv1___RNAseq.36800_t",2,0,0
"Porites_compressa_HIv1___RNAseq.37716_t",1,0,0
"Porites_compressa_HIv1___RNAseq.37900_t",1,0,0
"Porites_compressa_HIv1___RNAseq.39679_t",1,0,0
"Porites_compressa_HIv1___RNAseq.4146_t",1,0,0
"Porites_compressa_HIv1___RNAseq.4984_t",1,0,0
"Porites_compressa_HIv1___RNAseq.5042_t",1,1,1
"Porites_compressa_HIv1___RNAseq.5095_t",1,0,0
"Porites_compressa_HIv1___RNAseq.5651_t",1,0,0
"Porites_compressa_HIv1___RNAseq.7858_t",1,0,0
"Porites_compressa_HIv1___RNAseq.8154_t",1,0,0
"Porites_compressa_HIv1___RNAseq.8327_t",1,0,0
"Porites_compressa_HIv1___RNAseq.8552_t",1,1,0
"Porites_compressa_HIv1___RNAseq.8865_t",1,1,0
"Porites_compressa_HIv1___RNAseq.9185_t",1,0,0
"Porites_compressa_HIv1___RNAseq.94_t",1,0,0
"Porites_compressa_HIv1___RNAseq.g10006.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10019.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10025.t1b",1,0,1
"Porites_compressa_HIv1___RNAseq.g10029.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g1006.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g1007.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10089.t1",1,0,1
"Porites_compressa_HIv1___RNAseq.g10107.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g10137.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10145.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10148.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10156.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10158.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10169.t1",3,0,0
"Porites_compressa_HIv1___RNAseq.g10177.t2",1,0,0
"Porites_compressa_HIv1___RNAseq.g10214.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10225.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10260.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10279.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10300.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10303.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g10311.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10319.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10329.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g1033.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g10343.t1",1,0,1
"Porites_compressa_HIv1___RNAseq.g1035.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g10388.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10389.t1",1,0,1
"Porites_compressa_HIv1___RNAseq.g10408.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10410.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g1042.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g10436.t1",1,1,0
"Porites_compressa_HIv1___RNAseq.g10464.t1",1,1,0
"Porites_compressa_HIv1___RNAseq.g10466.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10470.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10477.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g10482.t1a",1,0,0
"Porites_compressa_HIv1___RNAseq.g10483.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10493.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g10497.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10503.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g10526.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g10541.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g10563.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10564.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10568.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g10569.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10570.t2",1,0,0
"Porites_compressa_HIv1___RNAseq.g1058.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10586.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g1059.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g10602.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10603.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10607.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10620.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10629.t1",1,0,1
"Porites_compressa_HIv1___RNAseq.g10637.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g10638.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g10641.t2",1,0,0
"Porites_compressa_HIv1___RNAseq.g10673.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10676.t1",1,0,1
"Porites_compressa_HIv1___RNAseq.g10708.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10713.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10731.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g10745.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10747.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10773.t1",1,1,0
"Porites_compressa_HIv1___RNAseq.g10785.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10791.t2",1,0,0
"Porites_compressa_HIv1___RNAseq.g10793.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10794.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g1080.t1",1,1,0
"Porites_compressa_HIv1___RNAseq.g10806.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10807.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10810.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10822.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10834.t2",1,0,0
"Porites_compressa_HIv1___RNAseq.g10840.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10859.t1",1,0,1
"Porites_compressa_HIv1___RNAseq.g10861.t1",1,0,1
"Porites_compressa_HIv1___RNAseq.g10863.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10864.t1",1,0,1
"Porites_compressa_HIv1___RNAseq.g10881.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10884.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10918.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10932.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10943.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g1095.t1",1,0,1
"Porites_compressa_HIv1___RNAseq.g10955.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g1096.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10965.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g1097.t2",1,0,0
"Porites_compressa_HIv1___RNAseq.g10974.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g10983.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10990.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g10994.t1",1,0,1
"Porites_compressa_HIv1___RNAseq.g10998.t2",1,0,0
"Porites_compressa_HIv1___RNAseq.g11000.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11003.t2",1,0,0
"Porites_compressa_HIv1___RNAseq.g11013.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g1103.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g11033.t1",1,0,1
"Porites_compressa_HIv1___RNAseq.g11047.t1",1,1,0
"Porites_compressa_HIv1___RNAseq.g11048.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11056.t1",1,1,0
"Porites_compressa_HIv1___RNAseq.g11068.t1b",1,0,1
"Porites_compressa_HIv1___RNAseq.g11082.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11114.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11119.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11125.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g1114.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11147.t1",1,0,1
"Porites_compressa_HIv1___RNAseq.g11169.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11170.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11177.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11181.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11185.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11197.t1",1,0,1
"Porites_compressa_HIv1___RNAseq.g11204.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11207.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11236.t1",1,1,0
"Porites_compressa_HIv1___RNAseq.g11237.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11264.t1",1,1,0
"Porites_compressa_HIv1___RNAseq.g11271.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g1128.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11282.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11296.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11297.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11298.t1",1,2,1
"Porites_compressa_HIv1___RNAseq.g11309.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11332.t1",1,1,0
"Porites_compressa_HIv1___RNAseq.g11343.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11344.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g11364.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g1137.t3",1,0,0
"Porites_compressa_HIv1___RNAseq.g11387.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11389.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11392.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11394.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11396.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11405.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g11412.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11431.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11437.t1",1,1,0
"Porites_compressa_HIv1___RNAseq.g11439.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11452.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11454.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11462.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11464.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11472.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11481.t1",1,0,1
"Porites_compressa_HIv1___RNAseq.g11521.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11526.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11527.t1a",1,0,0
"Porites_compressa_HIv1___RNAseq.g11533.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11534.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11539.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g1156.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11566.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11576.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11578.t1",1,1,0
"Porites_compressa_HIv1___RNAseq.g1158.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11582.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11591.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g11603.t1",1,1,0
"Porites_compressa_HIv1___RNAseq.g11610.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g11629.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11630.t2",1,0,0
"Porites_compressa_HIv1___RNAseq.g11648.t1",1,1,0
"Porites_compressa_HIv1___RNAseq.g11674.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g11698.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11699.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g1170.t2",1,0,0
"Porites_compressa_HIv1___RNAseq.g11705.t1",1,1,0
"Porites_compressa_HIv1___RNAseq.g11721.t1",1,0,1
"Porites_compressa_HIv1___RNAseq.g11722.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11723.t1",1,0,1
"Porites_compressa_HIv1___RNAseq.g11732.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11737.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11748.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11770.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g11778.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11779.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11782.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g1180.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11805.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g11806.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11852.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g11873.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11877.t1",1,0,1
"Porites_compressa_HIv1___RNAseq.g11904.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11906.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g1194.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11944.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g11945.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11949.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11950.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11952.t1a",1,0,0
"Porites_compressa_HIv1___RNAseq.g11981.t1",1,0,1
"Porites_compressa_HIv1___RNAseq.g11982.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g11984.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g1199.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12005.t1b",1,0,0
"Porites_compressa_HIv1___RNAseq.g12011.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12012.t1",1,0,1
"Porites_compressa_HIv1___RNAseq.g12017.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g1202.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12024.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g12048.t1",1,1,0
"Porites_compressa_HIv1___RNAseq.g12058.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12060.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12067.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12072.t1",1,0,1
"Porites_compressa_HIv1___RNAseq.g12076.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g1208.t1",1,1,0
"Porites_compressa_HIv1___RNAseq.g12115.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12118.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12123.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12130.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12133.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12148.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12149.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g1215.t1",1,0,1
"Porites_compressa_HIv1___RNAseq.g12151.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12158.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12173.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12183.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g12184.t1",1,1,0
"Porites_compressa_HIv1___RNAseq.g1222.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12228.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12294.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12295.t1",1,0,1
"Porites_compressa_HIv1___RNAseq.g12300.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12302.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12365.t1",1,1,0
"Porites_compressa_HIv1___RNAseq.g12367.t1",1,1,0
"Porites_compressa_HIv1___RNAseq.g12380.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12381.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12382.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12385.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12389.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12416.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12435.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12451.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g12455.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12457.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12459.t1",1,1,0
"Porites_compressa_HIv1___RNAseq.g12471.t1",1,1,0
"Porites_compressa_HIv1___RNAseq.g12476.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12494.t1",3,0,0
"Porites_compressa_HIv1___RNAseq.g12499.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12501.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12511.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12514.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12520.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12534.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12541.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12550.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12632.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12634.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g1267.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12674.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g1268.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12689.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12694.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g1271.t1",2,1,0
"Porites_compressa_HIv1___RNAseq.g12714.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12716.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g12724.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12738.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g1275.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12770.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12778.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12802.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g12812.t1",1,1,0
"Porites_compressa_HIv1___RNAseq.g12818.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12821.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g12826.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12835.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g12838.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12840.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12841.t1a",1,0,0
"Porites_compressa_HIv1___RNAseq.g12845.t2",1,0,0
"Porites_compressa_HIv1___RNAseq.g12846.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12847.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12855.t1",1,1,0
"Porites_compressa_HIv1___RNAseq.g12863.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12871.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g12884.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12890.t1",1,1,0
"Porites_compressa_HIv1___RNAseq.g12895.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g1293.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12934.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12971.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g12987.t1",1,1,0
"Porites_compressa_HIv1___RNAseq.g12997.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g13005.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g13006.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g13010.t1",1,0,1
"Porites_compressa_HIv1___RNAseq.g13013.t1",1,0,1
"Porites_compressa_HIv1___RNAseq.g13014.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g1302.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g13020.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g13022.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g13024.t1",1,1,0
"Porites_compressa_HIv1___RNAseq.g13038.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g13090.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g13108.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g13113.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g13121.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g13144.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g13164.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g13165.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g13174.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g13179.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g13180.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g13184.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g13186.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g13197.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g13207.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g13217.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g13224.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g13225.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g13226.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g13236.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g1324.t1",1,1,0
"Porites_compressa_HIv1___RNAseq.g13306.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g13307.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g13308.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g13309.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g13318.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g1334.t1",1,0,1
"Porites_compressa_HIv1___RNAseq.g13345.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g13349.t1b",1,1,1
"Porites_compressa_HIv1___RNAseq.g1335.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g13368.t1",1,1,0
"Porites_compressa_HIv1___RNAseq.g1337.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g13370.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g13372.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g13373.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g13374.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g13376.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g13383.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g13389.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g13398.t1",1,1,0
"Porites_compressa_HIv1___RNAseq.g13407.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g13412.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g13415.t1",1,0,1
"Porites_compressa_HIv1___RNAseq.g13417.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g13435.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g13477.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g13487.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g13488.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g13491.t1",1,2,0
"Porites_compressa_HIv1___RNAseq.g13493.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g13495.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g13496.t1",2,0,0
"Porites_compressa_HIv1___RNAseq.g13500.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g13515.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g13516.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g13563.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g13584.t1",1,0,0
"Porites_compressa_HIv1___RNAseq.g13586.t3",1,2,0
