gi|4504849|ref|NP_002237.1|	Montipora_capitata_HIv3___RNAseq.g37382.t1	48.276	261	124	5	1	254	1	257	4.65e-80	249
gi|4505545|ref|NP_002549.1|	Montipora_capitata_HIv3___RNAseq.g9527.t1	41.730	393	201	7	5	373	9	397	1.22e-106	321
gi|28416925|ref|NP_002550.2|	Montipora_capitata_HIv3___RNAseq.g9527.t1	41.310	397	192	13	4	367	13	401	1.77e-90	279
gi|28416933|ref|NP_002552.2|	Montipora_capitata_HIv3___RNAseq.g9399.t1	39.320	412	210	8	6	380	8	416	5.43e-96	295
gi|300068987|ref|NP_002553.3|	Montipora_capitata_HIv3___RNAseq.g9399.t1	40.054	367	194	11	8	355	13	372	3.84e-75	246
gi|4507689|ref|NP_003298.1|	Montipora_capitata_HIv3___TS.g41022.t1	37.112	741	413	18	56	773	76	786	4.68e-143	479
gi|4504851|ref|NP_003731.1|	Montipora_capitata_HIv3___RNAseq.g15274.t1b	31.356	236	150	4	1	224	4	239	6.59e-36	136
gi|112382220|ref|NP_004061.3|	Montipora_capitata_HIv3___RNAseq.g30055.t1	43.498	446	242	3	156	599	6	443	8.88e-127	391
gi|194239733|ref|NP_004165.2|	Montipora_capitata_HIv3___RNAseq.g40940.t1	38.438	640	319	17	178	772	16	625	1.29e-114	363
gi|156104869|ref|NP_004357.3|	Montipora_capitata_HIv3___RNAseq.g30055.t1	51.761	653	282	9	191	841	2	623	0.0	645
gi|5730102|ref|NP_004612.2|	Montipora_capitata_HIv3___RNAseq.g40712.t1	31.526	701	392	17	95	760	27	674	1.11e-94	316
gi|116534990|ref|NP_015628.2|	Montipora_capitata_HIv3___RNAseq.g27965.t1	31.373	1020	649	22	67	1066	72	1060	5.72e-135	437
gi|6912396|ref|NP_036335.1|	Montipora_capitata_HIv3___RNAseq.g50180.t1	56.575	327	139	1	5	328	7	333	8.67e-131	376
gi|6912736|ref|NP_036603.1|	Montipora_capitata_HIv3___RNAseq.g18474.t1	32.537	670	347	17	73	726	93	673	3.82e-96	320
gi|11225266|ref|NP_055370.1|	Montipora_capitata_HIv3___TS.g41022.t1	31.772	1089	604	26	26	1029	148	1182	3.42e-152	496
gi|20127551|ref|NP_057197.2|	Montipora_capitata_HIv3___RNAseq.45091_t	25.970	593	334	19	113	672	124	644	6.79e-39	154
gi|31442761|ref|NP_059115.1|	Montipora_capitata_HIv3___RNAseq.g35239.t1	28.694	467	295	12	24	471	10	457	2.58e-58	200
gi|21314671|ref|NP_060106.2|	Montipora_capitata_HIv3___TS.g41022.t1	32.106	1249	690	32	5	1167	77	1253	1.38e-179	572
gi|18921093|ref|NP_060132.3|	Montipora_capitata_HIv3___TS.g41022.t1	31.684	1253	713	30	11	1194	77	1255	1.92e-171	568
gi|148612863|ref|NP_060142.3|	Montipora_capitata_HIv3___TS.g41022.t1	30.239	1379	761	33	2	1287	78	1348	0.0	602
gi|24496763|ref|NP_060768.8|	Montipora_capitata_HIv3___TS.g26091.t1	41.966	529	274	12	38	550	27	538	3.22e-132	397
gi|752507733|ref|NP_061116.5|	Montipora_capitata_HIv3___RNAseq.45091_t	25.915	656	396	16	24	648	51	647	1.96e-62	223
gi|74315350|ref|NP_061197.4|	Montipora_capitata_HIv3___RNAseq.45091_t	28.080	552	319	16	186	712	148	646	7.52e-49	185
gi|730229359|ref|NP_062815.3|	Montipora_capitata_HIv3___RNAseq.45091_t	27.451	561	350	11	72	608	120	647	3.86e-63	224
gi|21536351|ref|NP_064423.2|	Montipora_capitata_HIv3___TS.g40545.t2	28.676	544	286	9	19	516	93	580	3.36e-69	234
gi|9998946|ref|NP_064717.1|	Montipora_capitata_HIv3___TS.g40545.t2	31.008	516	274	12	20	480	95	583	3.07e-78	257
gi|9966865|ref|NP_065122.1|	Montipora_capitata_HIv3___RNAseq.g40712.t1	31.420	697	398	17	40	705	27	674	1.03e-91	306
gi|10092597|ref|NP_065394.1|	Montipora_capitata_HIv3___TS.g26091.t1	38.251	549	293	13	34	566	20	538	8.43e-119	363
gi|10190674|ref|NP_065689.1|	Montipora_capitata_HIv3___RNAseq.g3394.t1	30.682	88	59	2	47	133	47	133	3.63e-06	46.6
gi|25014099|ref|NP_067060.2|	Montipora_capitata_HIv3___RNAseq.g30263.t1	47.368	57	28	1	1	57	1	55	6.38e-11	54.3
gi|109689695|ref|NP_076985.4|	Montipora_capitata_HIv3___TS.g41022.t1	35.408	723	407	17	38	712	76	786	3.13e-126	423
gi|17025230|ref|NP_113648.2|	Montipora_capitata_HIv3___RNAseq.g15274.t1b	31.193	218	146	1	23	236	13	230	5.96e-38	138
gi|38016943|ref|NP_116179.2|	Montipora_capitata_HIv3___RNAseq.g10444.t1	51.152	217	72	4	67	280	5	190	1.34e-68	213
gi|31543060|ref|NP_612422.2|	Montipora_capitata_HIv3___RNAseq.g22803.t1	59.353	278	113	0	29	306	59	336	2.24e-125	363
gi|21071070|ref|NP_619636.2|	Montipora_capitata_HIv3___RNAseq.g41186.t1	36.195	431	242	11	337	758	2	408	1.42e-67	235
gi|157502181|ref|NP_620714.2|	Montipora_capitata_HIv3___RNAseq.g21627.t1	44.658	730	372	10	46	747	25	750	2.03e-174	520
gi|153946397|ref|NP_653300.2|	Montipora_capitata_HIv3___TS.g7051.t3	72.459	984	268	3	49	1029	71	1054	0.0	1470
gi|22748651|ref|NP_689501.1|	Montipora_capitata_HIv3___RNAseq.g10444.t1	53.247	154	67	2	38	188	1	152	1.59e-50	166
gi|23943900|ref|NP_689681.2|	Montipora_capitata_HIv3___RNAseq.g6874.t1b	28.363	617	400	14	62	653	118	717	5.76e-63	224
gi|24638454|ref|NP_733765.1|	Montipora_capitata_HIv3___RNAseq.g8766.t1	69.513	1007	300	3	1	1003	1	1004	0.0	1432
gi|27886529|ref|NP_775293.1|	Montipora_capitata_HIv3___RNAseq.g8766.t1	69.478	996	300	2	1	993	1	995	0.0	1398
gi|28373105|ref|NP_777613.1|	Montipora_capitata_HIv3___RNAseq.g8766.t1	67.641	992	317	2	1	989	1	991	0.0	1392
gi|32469495|ref|NP_862823.1|	Montipora_capitata_HIv3___RNAseq.g37382.t1	31.944	144	79	3	31	168	16	146	1.02e-14	74.7
gi|256773230|ref|NP_878267.2|	Montipora_capitata_HIv3___RNAseq.g35239.t1	30.989	455	256	12	164	576	18	456	2.51e-64	220
gi|34452695|ref|NP_899233.1|	Montipora_capitata_HIv3___TS.g40545.t2	31.600	500	275	13	61	513	96	575	1.30e-73	246
gi|47106048|ref|NP_998764.1|	Montipora_capitata_HIv3___RNAseq.g20250.t1	42.891	851	435	13	61	876	126	960	0.0	688
gi|530399119|ref|XP_005253415.1|	Montipora_capitata_HIv3___RNAseq.g7261.t1	40.413	339	173	5	33	360	69	389	1.19e-92	285
gi|530425608|ref|XP_005260717.1|	Montipora_capitata_HIv3___RNAseq.g41186.t1	38.875	391	214	9	432	814	7	380	7.12e-80	272
gi|530420539|ref|XP_005261876.1|	Montipora_capitata_HIv3___RNAseq.g9399.t1	38.796	299	160	6	22	301	15	309	1.74e-56	194
gi|530362319|ref|XP_005270776.1|	Montipora_capitata_HIv3___TS.g26091.t1	37.523	533	307	11	10	529	24	543	5.45e-120	365
gi|578822836|ref|XP_006719127.1|	Montipora_capitata_HIv3___RNAseq.g26689.t1	56.618	1934	699	30	4	1851	3	1882	0.0	2122
