"sequence_name","count_FOXO3","count_HSF1","count_NFE2L2"
"Montipora_capitata_HIv3___RNAseq.g11604.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g11606.t1",2,0,0
"Montipora_capitata_HIv3___RNAseq.g11607.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g11608.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g11625.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g11632.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g11645.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g11650.t1a",1,0,0
"Montipora_capitata_HIv3___RNAseq.g11651.t1",1,0,1
"Montipora_capitata_HIv3___RNAseq.g1166.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g11665.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g11679.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g11680.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g11699.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g11702.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g11708.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g11719.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g11729.t1",2,0,0
"Montipora_capitata_HIv3___RNAseq.g11730.t1",1,0,1
"Montipora_capitata_HIv3___RNAseq.g11733.t1",1,0,1
"Montipora_capitata_HIv3___RNAseq.g11736.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g11737.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g11741.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g11757.t1",2,0,0
"Montipora_capitata_HIv3___RNAseq.g11765.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g11771.t1",2,1,0
"Montipora_capitata_HIv3___RNAseq.g11780.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g11781.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g11790.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g11831.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g11834.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g11837.t1",2,0,0
"Montipora_capitata_HIv3___RNAseq.g11851.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g11865.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g11868.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g11884.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g1190.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g11902.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g11909.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g1191.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g11914.t2",1,0,0
"Montipora_capitata_HIv3___RNAseq.g11921.t2",2,0,1
"Montipora_capitata_HIv3___RNAseq.g11938.t2",1,0,0
"Montipora_capitata_HIv3___RNAseq.g11940.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g11950.t1",1,0,1
"Montipora_capitata_HIv3___RNAseq.g11952.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g11960.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g11962.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g1197.t1",1,0,1
"Montipora_capitata_HIv3___RNAseq.g11973.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12006.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12012.t2",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12016.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12018.t1",1,1,0
"Montipora_capitata_HIv3___RNAseq.g12019.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12026.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12029.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12046.t2",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12049.t1",1,0,1
"Montipora_capitata_HIv3___RNAseq.g12050.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12055.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12057.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g1206.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12061.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12062.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12069.t1b",1,0,0
"Montipora_capitata_HIv3___RNAseq.g1207.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12075.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12079.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12081.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12097.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12099.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12100.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12104.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12107.t1",2,0,0
"Montipora_capitata_HIv3___RNAseq.g12111.t1",1,1,0
"Montipora_capitata_HIv3___RNAseq.g12117.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12121.t1",1,1,1
"Montipora_capitata_HIv3___RNAseq.g12122.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12126.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g1213.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12135.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12145.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12147.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g1215.t1",1,0,1
"Montipora_capitata_HIv3___RNAseq.g12152.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12153.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12156.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12163.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12169.t1c",1,1,0
"Montipora_capitata_HIv3___RNAseq.g12171.t1",1,2,0
"Montipora_capitata_HIv3___RNAseq.g12173.t2",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12181.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12204.t2",1,0,2
"Montipora_capitata_HIv3___RNAseq.g12207.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g1221.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12211.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g1224.t1a",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12253.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g1227.t1",2,0,0
"Montipora_capitata_HIv3___RNAseq.g12274.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12290.t1",2,0,0
"Montipora_capitata_HIv3___RNAseq.g12310.t1",1,1,0
"Montipora_capitata_HIv3___RNAseq.g12323.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12353.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12393.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12398.t1",2,1,0
"Montipora_capitata_HIv3___RNAseq.g12402.t1",2,1,0
"Montipora_capitata_HIv3___RNAseq.g12429.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12434.t1",1,1,0
"Montipora_capitata_HIv3___RNAseq.g12440.t1a",1,1,0
"Montipora_capitata_HIv3___RNAseq.g12442.t1",2,0,0
"Montipora_capitata_HIv3___RNAseq.g12460.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12464.t1",2,0,0
"Montipora_capitata_HIv3___RNAseq.g12466.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12479.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12482.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12486.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12487.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12500.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12546.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12550.t1",2,1,0
"Montipora_capitata_HIv3___RNAseq.g12552.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g1260.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12602.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12606.t1",1,0,1
"Montipora_capitata_HIv3___RNAseq.g12611.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12612.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12622.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12637.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12639.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12642.t1",1,0,1
"Montipora_capitata_HIv3___RNAseq.g12651.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12660.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12667.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12673.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12694.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12712.t1",1,1,0
"Montipora_capitata_HIv3___RNAseq.g12714.t2b",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12724.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12726.t1",2,0,0
"Montipora_capitata_HIv3___RNAseq.g12727.t1",2,0,0
"Montipora_capitata_HIv3___RNAseq.g12747.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12756.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12764.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12770.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12772.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12773.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12774.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12779.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12782.t1",1,0,1
"Montipora_capitata_HIv3___RNAseq.g12784.t1",1,0,1
"Montipora_capitata_HIv3___RNAseq.g12793.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12801.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12809.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12816.t1",2,0,0
"Montipora_capitata_HIv3___RNAseq.g12832.t1",2,0,0
"Montipora_capitata_HIv3___RNAseq.g12840.t1",2,0,0
"Montipora_capitata_HIv3___RNAseq.g12842.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12843.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12844.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12864.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12890.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12897.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12952.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12954.t1",1,1,0
"Montipora_capitata_HIv3___RNAseq.g12958.t1b",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12963.t1",2,0,1
"Montipora_capitata_HIv3___RNAseq.g12972.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g12998.t1",2,0,0
"Montipora_capitata_HIv3___RNAseq.g13001.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g13012.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g13014.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g13035.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g13038.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g13055.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g13056.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g13059.t1",2,0,1
"Montipora_capitata_HIv3___RNAseq.g13061.t1",2,0,0
"Montipora_capitata_HIv3___RNAseq.g13076.t1",1,4,1
"Montipora_capitata_HIv3___RNAseq.g13085.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g13096.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g13105.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g13123.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g13176.t1",1,2,1
"Montipora_capitata_HIv3___RNAseq.g13202.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g13205.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g13206.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g13211.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g13213.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g13215.t1",1,1,0
"Montipora_capitata_HIv3___RNAseq.g13233.t1",1,2,0
"Montipora_capitata_HIv3___RNAseq.g13243.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g13253.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g13335.t2",1,0,0
"Montipora_capitata_HIv3___RNAseq.g13362.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g13394.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g13403.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g13408.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g13426.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g13462.t1",2,0,0
"Montipora_capitata_HIv3___RNAseq.g13467.t1",1,1,0
"Montipora_capitata_HIv3___RNAseq.g13468.t1",1,1,0
"Montipora_capitata_HIv3___RNAseq.g13474.t1",2,0,0
"Montipora_capitata_HIv3___RNAseq.g13475.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g13487.t1",2,0,0
"Montipora_capitata_HIv3___RNAseq.g13539.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g13544.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g1355.t1",1,2,0
"Montipora_capitata_HIv3___RNAseq.g13563.t1",1,1,0
"Montipora_capitata_HIv3___RNAseq.g13572.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g13580.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g13600.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g13608.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g13609.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g13649.t1",1,0,1
"Montipora_capitata_HIv3___RNAseq.g13676.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g13680.t1",2,0,0
"Montipora_capitata_HIv3___RNAseq.g13686.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g13709.t1",1,1,0
"Montipora_capitata_HIv3___RNAseq.g13753.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g13826.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g13865.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g13866.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g139.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g13902.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g13931.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g13967.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g14049.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g14071.t1",1,3,0
"Montipora_capitata_HIv3___RNAseq.g14077.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g14079.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g14081.t2b",1,0,0
"Montipora_capitata_HIv3___RNAseq.g14083.t1",1,1,0
"Montipora_capitata_HIv3___RNAseq.g14088.t1",2,0,0
"Montipora_capitata_HIv3___RNAseq.g14089.t1b",1,0,0
"Montipora_capitata_HIv3___RNAseq.g14144.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g14186.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g1420.t1",2,0,0
"Montipora_capitata_HIv3___RNAseq.g14244.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g14294.t1",1,0,1
"Montipora_capitata_HIv3___RNAseq.g14318.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g14329.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g14348.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g14417.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g14429.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g14433.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g14443.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g14478.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g14483.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g14490.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g14495.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g14499.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g14521.t2",1,1,0
"Montipora_capitata_HIv3___RNAseq.g14522.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g14523.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g14532.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g14533.t1",2,0,0
"Montipora_capitata_HIv3___RNAseq.g14537.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g14577.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g14585.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g14600.t1a",1,0,0
"Montipora_capitata_HIv3___RNAseq.g14633.t1",1,0,0
"Montipora_capitata_HIv3___RNAseq.g14642.t1",1,0,0
