"gene_id","count_FOXO3","count_HSF1","count_NFE2L2","ImpulseDE2_padj","ImpulseDE2_response_type","Mfuzz_cluster","Mfuzz_membership","WGCNA_module"
"Montipora_capitata_HIv3___RNAseq.g4583.t1",0,0,0,NA,NA,NA,NA,"ME7"
"Montipora_capitata_HIv3___RNAseq.g4584.t1",1,0,0,NA,NA,NA,NA,"ME0"
"Montipora_capitata_HIv3___RNAseq.g4585.t1",0,0,1,0.00269464280686042,"Other",NA,NA,"ME7"
"Montipora_capitata_HIv3___RNAseq.g4586.t1",0,0,0,NA,NA,NA,NA,"ME6"
"Montipora_capitata_HIv3___RNAseq.g4588.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Montipora_capitata_HIv3___RNAseq.g4589.t1",1,0,0,0.0241942485899769,"Transient",5,0.880818305423461,"ME6"
"Montipora_capitata_HIv3___RNAseq.g4590.t1",0,0,0,NA,NA,NA,NA,"ME5"
"Montipora_capitata_HIv3___RNAseq.g4591.t1b",0,0,0,NA,NA,NA,NA,"ME0"
"Montipora_capitata_HIv3___RNAseq.g4591.t1a",0,0,0,NA,NA,NA,NA,"ME5"
"Montipora_capitata_HIv3___RNAseq.g4592.t1",1,0,0,NA,NA,NA,NA,"ME4"
"Montipora_capitata_HIv3___RNAseq.g4593.t1",0,0,0,NA,NA,NA,NA,"ME3"
"Montipora_capitata_HIv3___RNAseq.g4594.t1",0,0,0,NA,NA,NA,NA,"ME4"
"Montipora_capitata_HIv3___TS.g26285.t1",0,0,0,NA,NA,NA,NA,"ME1"
"Montipora_capitata_HIv3___RNAseq.g4597.t1",0,0,0,NA,NA,NA,NA,"ME1"
"Montipora_capitata_HIv3___RNAseq.g4598.t1",1,0,0,NA,NA,NA,NA,"ME2"
"Montipora_capitata_HIv3___RNAseq.g4599.t1",0,0,0,NA,NA,NA,NA,"ME7"
"Montipora_capitata_HIv3___TS.g26291.t1",0,0,1,0.00302899985540623,"Other",6,0.931943325313673,"ME26"
"Montipora_capitata_HIv3___RNAseq.g4604.t1",0,0,0,NA,NA,NA,NA,"ME3"
"Montipora_capitata_HIv3___RNAseq.g4605.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Montipora_capitata_HIv3___RNAseq.g4606.t1",1,0,0,0.00052927119396686,"Other",5,0.950404170875151,"ME4"
"Montipora_capitata_HIv3___RNAseq.g4607.t1",1,0,0,0.010508172175911,"Transient",5,0.740489006032056,"ME6"
"Montipora_capitata_HIv3___TS.g26295.t1",0,0,0,NA,NA,NA,NA,"ME1"
"Montipora_capitata_HIv3___RNAseq.g4609.t1",1,0,0,NA,NA,NA,NA,"ME25"
"Montipora_capitata_HIv3___TS.g26297.t1",1,0,0,0.000119815056537763,"Transient",4,0.975961449651399,"ME7"
"Montipora_capitata_HIv3___RNAseq.g4611.t2",1,0,0,NA,NA,NA,NA,"ME7"
"Montipora_capitata_HIv3___TS.g26298.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Montipora_capitata_HIv3___RNAseq.g4614.t1",0,0,0,NA,NA,NA,NA,"ME9"
"Montipora_capitata_HIv3___RNAseq.g4617.t1",1,0,0,NA,NA,NA,NA,"ME2"
"Montipora_capitata_HIv3___TS.g26304.t1b",0,1,0,NA,NA,NA,NA,"ME0"
"Montipora_capitata_HIv3___TS.g26304.t1a",1,0,0,NA,NA,NA,NA,"ME20"
"Montipora_capitata_HIv3___TS.g26305.t1",0,0,0,0.0440791938424861,"Other",2,0.957389730321495,"ME20"
"Montipora_capitata_HIv3___RNAseq.g4620.t1",1,0,0,NA,NA,NA,NA,"ME21"
"Montipora_capitata_HIv3___TS.g26306.t1",0,0,1,0.0486792143269081,"Monotonous",4,0.508590004489179,"ME3"
"Montipora_capitata_HIv3___TS.g26307.t1c",0,0,0,NA,NA,NA,NA,"ME1"
"Montipora_capitata_HIv3___TS.g26307.t1b",1,0,0,NA,NA,NA,NA,"ME1"
"Montipora_capitata_HIv3___TS.g26307.t1a",1,0,0,NA,NA,NA,NA,"ME1"
"Montipora_capitata_HIv3___RNAseq.g4623.t1",0,0,0,NA,NA,NA,NA,"ME2"
"Montipora_capitata_HIv3___TS.g26309.t1b",0,0,0,NA,NA,NA,NA,"ME1"
"Montipora_capitata_HIv3___TS.g26309.t1a",1,0,0,NA,NA,NA,NA,"ME1"
"Montipora_capitata_HIv3___RNAseq.g4625.t1",0,1,0,NA,NA,NA,NA,"ME0"
"Montipora_capitata_HIv3___RNAseq.g4626.t1",0,0,2,1.44042852359436e-06,"Monotonous",1,0.708498945436196,"ME10"
"Montipora_capitata_HIv3___RNAseq.g4627.t1",0,0,0,0.00230136920353125,"Transient",5,0.70895313100778,"ME3"
"Montipora_capitata_HIv3___TS.g26313.t3",0,0,0,NA,NA,NA,NA,"ME2"
"Montipora_capitata_HIv3___RNAseq.g4629.t1",0,0,0,0.0468109002828365,"Other",3,0.550902955444956,"ME1"
"Montipora_capitata_HIv3___TS.g26315.t1",0,0,0,NA,NA,NA,NA,"ME6"
"Montipora_capitata_HIv3___RNAseq.g4631.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Montipora_capitata_HIv3___RNAseq.g4632.t1",0,0,0,NA,NA,NA,NA,"ME22"
"Montipora_capitata_HIv3___RNAseq.g4633.t1",0,0,1,NA,NA,NA,NA,"ME1"
"Montipora_capitata_HIv3___RNAseq.g4634.t1",0,0,0,NA,NA,NA,NA,"ME2"
"Montipora_capitata_HIv3___RNAseq.g4635.t1",0,0,1,NA,NA,NA,NA,"ME5"
"Montipora_capitata_HIv3___TS.g26322.t1",0,0,0,NA,NA,NA,NA,"ME2"
"Montipora_capitata_HIv3___RNAseq.g4637.t1",0,1,0,NA,NA,NA,NA,"ME7"
"Montipora_capitata_HIv3___RNAseq.g4638.t1",0,1,0,0.0448624432724819,"Other",6,0.644217240475161,"ME1"
"Montipora_capitata_HIv3___RNAseq.g4639.t1",0,0,1,0.00702729997322554,"Transient",3,0.543425009146738,"ME16"
"Montipora_capitata_HIv3___RNAseq.g4640.t1",0,0,0,0.00283657604984892,"Transient",3,0.879647668535368,"ME1"
"Montipora_capitata_HIv3___RNAseq.g4641.t1",0,0,0,0.0066905500803533,"Monotonous",6,0.595611322606157,"ME3"
"Montipora_capitata_HIv3___RNAseq.g4642.t1",1,0,0,0.000122183451409385,"Transient",3,0.807031961654702,"ME1"
"Montipora_capitata_HIv3___RNAseq.g4643.t1",0,0,0,0.0188979230824661,"Monotonous",NA,NA,"ME3"
"Montipora_capitata_HIv3___TS.g26329.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Montipora_capitata_HIv3___RNAseq.g4645.t1",0,0,0,NA,NA,NA,NA,"ME16"
"Montipora_capitata_HIv3___TS.g26331.t1",1,0,0,NA,NA,NA,NA,"ME3"
"Montipora_capitata_HIv3___RNAseq.g4647.t1",1,0,0,0.0001441949803914,"Transient",4,0.795671062552093,"ME20"
"Montipora_capitata_HIv3___RNAseq.g4648.t1",1,1,0,1.56793297257296e-07,"Transient",5,0.884850787857045,"ME3"
"Montipora_capitata_HIv3___RNAseq.g4649.t1",0,0,0,NA,NA,NA,NA,"ME18"
"Montipora_capitata_HIv3___RNAseq.g4650.t1",0,0,0,NA,NA,NA,NA,"ME21"
"Montipora_capitata_HIv3___RNAseq.g4651.t1",0,0,0,NA,NA,NA,NA,"ME31"
"Montipora_capitata_HIv3___TS.g26337.t3",0,0,0,NA,NA,NA,NA,"ME0"
"Montipora_capitata_HIv3___RNAseq.g4653.t1",0,0,0,NA,NA,NA,NA,"ME7"
"Montipora_capitata_HIv3___RNAseq.97_t",0,0,0,NA,NA,NA,NA,"ME2"
"Montipora_capitata_HIv3___RNAseq.g4656.t1",0,1,0,NA,NA,NA,NA,"ME16"
"Montipora_capitata_HIv3___RNAseq.g4657.t1",0,0,1,NA,NA,NA,NA,"ME15"
"Montipora_capitata_HIv3___RNAseq.g4658.t1",1,3,0,NA,NA,NA,NA,"ME4"
"Montipora_capitata_HIv3___TS.g26343.t1",2,0,0,NA,NA,NA,NA,"ME4"
"Montipora_capitata_HIv3___RNAseq.g4660.t1",1,1,0,NA,NA,NA,NA,"ME2"
"Montipora_capitata_HIv3___TS.g26345.t1",1,1,0,NA,NA,NA,NA,"ME4"
"Montipora_capitata_HIv3___TS.g26346.t1",0,0,0,NA,NA,NA,NA,"ME21"
"Montipora_capitata_HIv3___TS.g26347.t1",0,0,0,NA,NA,NA,NA,"ME8"
"Montipora_capitata_HIv3___RNAseq.g4664.t1",0,0,0,NA,NA,NA,NA,"ME3"
"Montipora_capitata_HIv3___RNAseq.g4665.t1",1,0,0,NA,NA,NA,NA,"ME10"
"Montipora_capitata_HIv3___RNAseq.g4666.t1",0,0,0,NA,NA,NA,NA,"ME20"
"Montipora_capitata_HIv3___RNAseq.g4667.t1",1,0,0,NA,NA,NA,NA,"ME7"
"Montipora_capitata_HIv3___TS.g26352.t1",0,0,0,NA,NA,NA,NA,"ME7"
"Montipora_capitata_HIv3___RNAseq.g4669.t1",1,2,0,NA,NA,NA,NA,"ME1"
"Montipora_capitata_HIv3___RNAseq.g4670.t1",0,0,0,NA,NA,NA,NA,"ME1"
"Montipora_capitata_HIv3___RNAseq.g4671.t1",0,0,0,NA,NA,NA,NA,"ME1"
"Montipora_capitata_HIv3___RNAseq.g4672.t1",0,0,0,NA,NA,NA,NA,"ME11"
"Montipora_capitata_HIv3___RNAseq.g4673.t1",0,0,0,7.18602877936908e-05,"Transient",NA,NA,"ME16"
"Montipora_capitata_HIv3___RNAseq.g4674.t1",1,1,0,8.05236476649693e-05,"Monotonous",1,0.81726383732892,"ME25"
"Montipora_capitata_HIv3___TS.g26359.t1",0,0,0,NA,NA,NA,NA,"ME25"
"Montipora_capitata_HIv3___RNAseq.g4675.t1",1,0,0,NA,NA,NA,NA,"ME31"
"Montipora_capitata_HIv3___RNAseq.g4676.t1",1,0,0,2.37014816802701e-17,"Monotonous",1,0.756891734956913,"ME3"
"Montipora_capitata_HIv3___RNAseq.g4677.t1",0,0,0,NA,NA,NA,NA,"ME3"
"Montipora_capitata_HIv3___TS.g26365.t1",0,0,0,0.00792007665441736,"Transient",NA,NA,"ME13"
"Montipora_capitata_HIv3___RNAseq.g4682.t1",0,0,0,NA,NA,NA,NA,"ME24"
"Montipora_capitata_HIv3___RNAseq.g4684.t1",0,0,0,0.000264123659631082,"Monotonous",2,0.969007374892261,"ME1"
"Montipora_capitata_HIv3___TS.g26369.t1",1,0,0,NA,NA,NA,NA,"ME7"
"Montipora_capitata_HIv3___RNAseq.g4685.t1",0,0,0,NA,NA,NA,NA,"ME3"
"Montipora_capitata_HIv3___RNAseq.g4686.t1",0,0,0,NA,NA,NA,NA,"ME15"
"Montipora_capitata_HIv3___RNAseq.g4687.t1",0,0,0,NA,NA,NA,NA,"ME3"
"Montipora_capitata_HIv3___RNAseq.g4688.t1",1,0,0,NA,NA,NA,NA,"ME7"
"Montipora_capitata_HIv3___RNAseq.g4689.t1",0,0,0,0.00129001407270217,"Transient",4,0.990614620492101,"ME6"
"Montipora_capitata_HIv3___RNAseq.g4690.t1",1,0,0,NA,NA,NA,NA,"ME24"
"Montipora_capitata_HIv3___RNAseq.g4691.t1",1,0,0,NA,NA,NA,NA,"ME1"
"Montipora_capitata_HIv3___TS.g26377.t2",0,0,0,NA,NA,NA,NA,"ME18"
"Montipora_capitata_HIv3___RNAseq.g4693.t1",0,0,0,NA,NA,NA,NA,"ME3"
"Montipora_capitata_HIv3___TS.g26379.t2",0,0,0,NA,NA,NA,NA,"ME0"
"Montipora_capitata_HIv3___RNAseq.g4695.t1",0,0,0,0.0168781246039992,"Other",NA,NA,"ME0"
"Montipora_capitata_HIv3___RNAseq.g4696.t1",0,0,0,NA,NA,NA,NA,"ME12"
"Montipora_capitata_HIv3___RNAseq.g4697.t1",0,0,0,NA,NA,NA,NA,"ME4"
"Montipora_capitata_HIv3___RNAseq.g4698.t1",0,0,2,4.79485052179684e-06,"Monotonous",1,0.883833369072397,"ME4"
"Montipora_capitata_HIv3___RNAseq.g4699.t1",0,0,0,0.00908845417606442,"Transient",3,0.840056489990259,"ME1"
"Montipora_capitata_HIv3___RNAseq.g4700.t1",0,0,0,1.29216819319169e-06,"Monotonous",1,0.601055226927549,"ME3"
"Montipora_capitata_HIv3___RNAseq.g4701.t1",0,0,0,0.00190479622351046,"Monotonous",1,0.82986358539579,"ME3"
"Montipora_capitata_HIv3___RNAseq.g4702.t1",0,0,0,NA,NA,NA,NA,"ME5"
"Montipora_capitata_HIv3___RNAseq.g4703.t1",0,0,0,0.00111458640256204,"Monotonous",2,0.544877845124267,"ME1"
"Montipora_capitata_HIv3___RNAseq.g4704.t1",1,0,0,NA,NA,NA,NA,"ME18"
"Montipora_capitata_HIv3___RNAseq.g4705.t1",1,0,0,NA,NA,NA,NA,"ME21"
"Montipora_capitata_HIv3___TS.g26395.t2",0,1,1,NA,NA,NA,NA,"ME1"
"Montipora_capitata_HIv3___RNAseq.g4707.t1",0,0,0,0.0463452421498409,"Other",3,0.804809418394032,"ME30"
"Montipora_capitata_HIv3___RNAseq.g4708.t1",0,0,0,NA,NA,NA,NA,"ME4"
"Montipora_capitata_HIv3___TS.g26403.t1",0,0,0,0.00130000282727693,"Monotonous",4,0.728904875835048,"ME0"
"Montipora_capitata_HIv3___RNAseq.g4713.t3",0,0,0,NA,NA,NA,NA,"ME9"
"Montipora_capitata_HIv3___TS.g26405.t1",0,0,0,NA,NA,NA,NA,"ME2"
"Montipora_capitata_HIv3___RNAseq.g4715.t1",0,2,0,0.0206778676240055,"Transient",NA,NA,"ME0"
"Montipora_capitata_HIv3___RNAseq.g4716.t1",0,0,0,6.45553797245394e-09,"Monotonous",6,0.624785787691343,"ME10"
"Montipora_capitata_HIv3___RNAseq.g4717.t1",0,1,0,0.0124142337302923,"Other",4,0.904535737885215,"ME7"
"Montipora_capitata_HIv3___RNAseq.164_t",0,1,0,NA,NA,NA,NA,"ME0"
"Montipora_capitata_HIv3___RNAseq.g4719.t1",0,0,0,0.0165968194147711,"Monotonous",5,0.802299959791755,"ME3"
"Montipora_capitata_HIv3___RNAseq.g4720.t1",0,0,0,NA,NA,NA,NA,"ME2"
"Montipora_capitata_HIv3___RNAseq.g4721.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Montipora_capitata_HIv3___RNAseq.g4722.t1",0,0,0,NA,NA,NA,NA,"ME18"
"Montipora_capitata_HIv3___RNAseq.g4723.t1",0,0,0,0.0300163310742934,"Monotonous",2,0.527784278050935,"ME13"
"Montipora_capitata_HIv3___TS.g26417.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Montipora_capitata_HIv3___RNAseq.g4724.t1b",1,1,0,0.0176761093226414,"Monotonous",2,0.576564054567869,"ME13"
"Montipora_capitata_HIv3___RNAseq.g4724.t1a",0,0,0,NA,NA,NA,NA,"ME4"
"Montipora_capitata_HIv3___RNAseq.g4725.t1",0,0,0,NA,NA,NA,NA,"ME2"
"Montipora_capitata_HIv3___RNAseq.g4727.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Montipora_capitata_HIv3___TS.g26422.t1",0,0,0,0.0363041450139323,"Monotonous",2,0.703332756569032,"ME20"
"Montipora_capitata_HIv3___RNAseq.g4730.t1",0,0,0,0.00764328764305585,"Transient",4,0.721686495047974,"ME3"
"Montipora_capitata_HIv3___RNAseq.g4731.t1",0,0,0,0.00047084363645695,"Monotonous",1,0.864672232768889,"ME29"
"Montipora_capitata_HIv3___RNAseq.g4733.t1",0,0,0,NA,NA,NA,NA,"ME5"
"Montipora_capitata_HIv3___RNAseq.g4734.t1",0,0,0,NA,NA,NA,NA,"ME24"
"Montipora_capitata_HIv3___RNAseq.g4735.t1",2,0,0,0.00894590378108861,"Monotonous",6,0.701402715486946,"ME8"
"Montipora_capitata_HIv3___RNAseq.g4736.t1",0,0,1,0.0150385023896779,"Monotonous",6,0.801503728138271,"ME25"
"Montipora_capitata_HIv3___RNAseq.g4737.t1",0,0,0,NA,NA,NA,NA,"ME1"
"Montipora_capitata_HIv3___RNAseq.190_t",0,0,0,0.0126887480234934,"Other",6,0.635126385264294,"ME26"
"Montipora_capitata_HIv3___RNAseq.g4739.t1",0,1,0,NA,NA,NA,NA,"ME3"
"Montipora_capitata_HIv3___RNAseq.g4740.t1",0,0,0,NA,NA,NA,NA,"ME21"
"Montipora_capitata_HIv3___RNAseq.g4741.t1",0,0,0,3.07718047726912e-07,"Monotonous",6,0.835865172997109,"ME8"
"Montipora_capitata_HIv3___RNAseq.g4742.t1",0,0,1,NA,NA,NA,NA,"ME10"
"Montipora_capitata_HIv3___TS.g26435.t1",0,0,0,NA,NA,NA,NA,"ME3"
"Montipora_capitata_HIv3___RNAseq.g4744.t1",1,0,0,0.0108361907882502,"Other",6,0.922470802206362,"ME10"
"Montipora_capitata_HIv3___RNAseq.g4745.t1",0,0,0,1.44626109122129e-08,"Monotonous",1,0.784840981231253,"ME3"
"Montipora_capitata_HIv3___RNAseq.g4748.t1",0,0,0,NA,NA,NA,NA,"ME2"
"Montipora_capitata_HIv3___RNAseq.g4749.t1",0,0,1,0.00303073867004752,"Monotonous",2,0.665830540846325,"ME1"
"Montipora_capitata_HIv3___TS.g26442.t1",0,0,0,NA,NA,NA,NA,"ME1"
"Montipora_capitata_HIv3___RNAseq.g5561.t1",0,0,0,NA,NA,NA,NA,"ME28"
"Montipora_capitata_HIv3___RNAseq.g5589.t1",1,0,0,NA,NA,NA,NA,"ME6"
"Montipora_capitata_HIv3___RNAseq.g5606.t1",0,0,0,NA,NA,NA,NA,"ME11"
"Montipora_capitata_HIv3___RNAseq.1100_t",0,0,0,NA,NA,NA,NA,"ME12"
"Montipora_capitata_HIv3___TS.g27817.t1",0,0,1,NA,NA,NA,NA,"ME4"
"Montipora_capitata_HIv3___RNAseq.g6077.t1",1,0,0,NA,NA,NA,NA,"ME4"
"Montipora_capitata_HIv3___RNAseq.g6080.t1",1,0,0,NA,NA,NA,NA,"ME2"
"Montipora_capitata_HIv3___RNAseq.g6120.t1",1,0,0,NA,NA,NA,NA,"ME4"
"Montipora_capitata_HIv3___TS.g27882.t1",1,0,0,NA,NA,NA,NA,"ME3"
"Montipora_capitata_HIv3___TS.g27884.t1",0,0,0,NA,NA,NA,NA,"ME3"
"Montipora_capitata_HIv3___TS.g27885.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Montipora_capitata_HIv3___RNAseq.g6124.t1",0,0,0,NA,NA,NA,NA,"ME11"
"Montipora_capitata_HIv3___RNAseq.g6125.t1",0,0,0,0.00236635634203601,"Other",NA,NA,"ME4"
"Montipora_capitata_HIv3___RNAseq.1688_t",0,0,1,NA,NA,NA,NA,"ME4"
"Montipora_capitata_HIv3___RNAseq.g6126.t1",0,0,0,6.50851693169735e-06,"Monotonous",2,0.966902893156089,"ME1"
"Montipora_capitata_HIv3___TS.g27873.t1",0,0,0,0.0353621936064809,"Other",2,0.815407506240239,"ME1"
"Montipora_capitata_HIv3___TS.g27874.t1",1,0,0,6.98581446210644e-08,"Transient",2,0.972928743784016,"ME1"
"Montipora_capitata_HIv3___TS.g27881.t1",0,0,1,4.11104429858088e-09,"Monotonous",2,0.978559529995541,"ME1"
"Montipora_capitata_HIv3___TS.g26479.t1",0,0,0,NA,NA,NA,NA,"ME1"
"Montipora_capitata_HIv3___RNAseq.g4784.t1",0,0,0,NA,NA,NA,NA,"ME1"
"Montipora_capitata_HIv3___RNAseq.g4803.t1",0,0,0,NA,NA,NA,NA,"ME5"
"Montipora_capitata_HIv3___RNAseq.g4808.t1",0,0,0,NA,NA,NA,NA,"ME8"
"Montipora_capitata_HIv3___TS.g26507.t1",0,1,0,NA,NA,NA,NA,"ME8"
"Montipora_capitata_HIv3___TS.g26580.t1b",0,1,0,NA,NA,NA,NA,"ME0"
"Montipora_capitata_HIv3___RNAseq.349_t",0,0,0,NA,NA,NA,NA,"ME4"
"Montipora_capitata_HIv3___RNAseq.g4930.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Montipora_capitata_HIv3___RNAseq.g5028.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Montipora_capitata_HIv3___RNAseq.g5029.t1",0,1,0,NA,NA,NA,NA,"ME0"
"Montipora_capitata_HIv3___RNAseq.g5094.t1",0,0,0,NA,NA,NA,NA,"ME1"
"Montipora_capitata_HIv3___TS.g26936.t1a",0,0,0,NA,NA,NA,NA,"ME25"
"Montipora_capitata_HIv3___RNAseq.g5275.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Montipora_capitata_HIv3___RNAseq.g5336.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Montipora_capitata_HIv3___TS.g27069.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Montipora_capitata_HIv3___TS.g27130.t1",0,0,0,NA,NA,NA,NA,"ME11"
"Montipora_capitata_HIv3___RNAseq.g5431.t1",0,0,0,NA,NA,NA,NA,"ME22"
"Montipora_capitata_HIv3___RNAseq.g5467.t1",0,0,0,NA,NA,NA,NA,"ME1"
"Montipora_capitata_HIv3___RNAseq.g5472.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Montipora_capitata_HIv3___RNAseq.g5507.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Montipora_capitata_HIv3___RNAseq.g4767.t1",0,0,0,NA,NA,NA,NA,"ME28"
"Montipora_capitata_HIv3___RNAseq.g4768.t1",0,0,0,NA,NA,NA,NA,"ME0"
"Montipora_capitata_HIv3___RNAseq.g4769.t1",0,0,0,NA,NA,NA,NA,"ME29"
"Montipora_capitata_HIv3___TS.g26463.t2",0,0,0,NA,NA,NA,NA,"ME8"
"Montipora_capitata_HIv3___RNAseq.g4771.t1",0,0,0,NA,NA,NA,NA,"ME8"
"Montipora_capitata_HIv3___RNAseq.g4772.t1",1,0,0,NA,NA,NA,NA,"ME8"
"Montipora_capitata_HIv3___TS.g26466.t1",0,0,0,NA,NA,NA,NA,"ME3"
"Montipora_capitata_HIv3___RNAseq.g4773.t1",2,0,0,0.00393713292507476,"Other",2,0.738484165672181,"ME20"
"Montipora_capitata_HIv3___RNAseq.g4774.t1",0,0,0,0.045181625053888,"Other",5,0.907682740328581,"ME6"
"Montipora_capitata_HIv3___RNAseq.g4775.t1",0,0,0,4.3633446439479e-08,"Monotonous",6,0.959085837624235,"ME5"
"Montipora_capitata_HIv3___RNAseq.g4776.t1a",0,0,0,NA,NA,NA,NA,"ME9"
"Montipora_capitata_HIv3___RNAseq.g4776.t1b",0,0,0,0.000130030191360057,"Monotonous",6,0.602408622385694,"ME10"
"Montipora_capitata_HIv3___RNAseq.g4778.t1",0,0,1,NA,NA,NA,NA,"ME9"
"Montipora_capitata_HIv3___RNAseq.g4779.t1",0,0,0,0.0244575253441137,"Other",6,0.957003043392035,"ME9"
"Montipora_capitata_HIv3___RNAseq.g4780.t1",0,1,0,NA,NA,NA,NA,"ME0"
"Montipora_capitata_HIv3___RNAseq.g4781.t1",0,0,0,NA,NA,NA,NA,"ME5"
"Montipora_capitata_HIv3___RNAseq.g4782.t1b",1,0,0,0.0270637861682769,"Transient",5,0.94883375637668,"ME17"
"Montipora_capitata_HIv3___RNAseq.g4782.t1a",1,0,0,NA,NA,NA,NA,"ME4"
"Montipora_capitata_HIv3___RNAseq.g4783.t1",0,0,0,NA,NA,NA,NA,"ME1"
"Montipora_capitata_HIv3___RNAseq.g4785.t1a",0,0,0,0.000201852074787139,"Transient",3,0.918647469317445,"ME1"
"Montipora_capitata_HIv3___RNAseq.g4785.t1b",0,0,1,NA,NA,NA,NA,"ME13"
"Montipora_capitata_HIv3___RNAseq.g4788.t1",0,0,0,NA,NA,NA,NA,"ME8"
"Montipora_capitata_HIv3___RNAseq.g4789.t1",0,0,1,NA,NA,NA,NA,"ME2"
"Montipora_capitata_HIv3___TS.g26487.t1",0,0,0,NA,NA,NA,NA,"ME1"
"Montipora_capitata_HIv3___TS.g26488.t2",0,0,0,NA,NA,NA,NA,"ME3"
"Montipora_capitata_HIv3___RNAseq.g4795.t2",0,0,1,0.0270389118618633,"Other",NA,NA,"ME5"
"Montipora_capitata_HIv3___RNAseq.g4796.t2",0,0,0,NA,NA,NA,NA,"ME23"
"Montipora_capitata_HIv3___RNAseq.g4797.t1",0,0,0,NA,NA,NA,NA,"ME1"
"Montipora_capitata_HIv3___RNAseq.g4798.t1",0,1,0,NA,NA,NA,NA,"ME4"
"Montipora_capitata_HIv3___TS.g26493.t2d",0,0,0,3.58117699406336e-12,"Monotonous",2,0.878147340173405,"ME20"
"Montipora_capitata_HIv3___TS.g26493.t2c",0,0,0,1.17838850788654e-09,"Monotonous",2,0.864652749908764,"ME20"
"Montipora_capitata_HIv3___TS.g26493.t2b",0,0,0,6.99443751444459e-09,"Monotonous",2,0.84986465198204,"ME0"
"Montipora_capitata_HIv3___TS.g26493.t2a",0,0,0,NA,NA,NA,NA,"ME3"
"Montipora_capitata_HIv3___RNAseq.g4800.t1",0,0,0,NA,NA,NA,NA,"ME7"
"Montipora_capitata_HIv3___RNAseq.g4801.t2",0,0,1,0.0087603613285456,"Other",6,0.739266013495647,"ME5"
"Montipora_capitata_HIv3___TS.g26496.t1",0,2,0,0.00484408182480247,"Monotonous",6,0.734718632891797,"ME9"
