Date,Treatment,Timepoint,Tank_ID,Time,Initials,Dark Adapt Mins,Plug #,Mem,Fluorescence yield (F),Max fluorescence yield (M = Fm),YIELD (Y),Fv/Fm (Y/1000),Notes
20250709,Heat,1,2,11:39,JH;TJW,37,2195,3406,546,1469,628,0.628,
20250709,Heat,1,2,11:39,JH;TJW,37,1100,3407,394,1072,632,0.632,
20250709,Heat,1,2,11:39,JH;TJW,37,1753,3408,349,898,611,0.611,
20250709,Control,1,1,11:45,JH;TJW,43,1223,3409,412,1224,663,0.663,
20250709,Control,1,1,11:45,JH;TJW,43,2986,3410,377,1091,654,0.654,
20250709,Control,1,1,11:45,JH;TJW,43,2370,3411,404,1190,660,0.66,
20250709,Control,1,1,11:45,JH;TJW,43,2565,3412,402,1179,659,0.659,
20250709,Control,1,6,11:48,JH;TJW,46,1474,3413,426,1241,656,0.656,
20250709,Control,1,6,11:48,JH;TJW,46,1122,3414,486,1478,671,0.671,
20250709,Control,1,6,11:48,JH;TJW,46,1043,3415,347,932,627,0.627,
20250709,Control,1,6,11:48,JH;TJW,46,1175,3417,497,1442,655,0.655,
20250709,Heat,1,5,11:54,JH;TJW,52,1473,3419,375,977,616,0.616,
20250709,Heat,1,5,11:54,JH;TJW,52,1614,3420,412,1226,663,0.663,
20250709,Heat,1,5,11:54,JH;TJW,52,1038,3421,433,1195,637,0.637,
20250709,Heat,1,5,11:54,JH;TJW,52,2730,3423,357,1008,645,0.645,
20250709,Heat,1,3,12:01,JH;TJW,59,1691,3424,498,1317,621,0.621,
20250709,Heat,1,3,12:01,JH;TJW,59,1626,3425,355,904,607,0.607,
20250709,Heat,1,3,12:01,JH;TJW,59,1059,3426,335,834,598,0.598,
20250709,Heat,1,3,12:01,JH;TJW,59,1450,3428,409,1066,616,0.616,
20250709,Control,6,6,15:35,JH;PP;ZD,30,1122,3446,562,1738,676,0.676,
20250709,Control,6,6,15:35,JH;PP;ZD,30,1474,3447,392,1148,658,0.658,
20250709,Control,6,6,15:35,JH;PP;ZD,30,1175,3448,356,977,635,0.635,
20250709,Control,6,6,15:35,JH;PP;ZD,30,1043,3449,335,977,657,0.657,
20250709,Heat,6,2,15:39,JH;PP;ZD,34,2195,3450,515,1295,602,0.602,
20250709,Heat,6,2,15:39,JH;PP;ZD,34,1471,3451,455,1218,626,0.626,
20250709,Heat,6,2,15:39,JH;PP;ZD,34,1100,3452,493,1370,640,0.64,
20250709,Heat,6,2,15:39,JH;PP;ZD,34,1753,3453,399,1029,612,0.612,
20250709,Control,6,4,15:43,JH;PP;ZD,38,2666,3454,402,1033,610,0.61,
20250709,Control,6,4,15:43,JH;PP;ZD,38,1761,3455,330,939,648,0.648,
20250709,Control,6,4,15:43,JH;PP;ZD,38,1281,3456,397,1082,633,0.633,
20250709,Control,6,4,15:43,JH;PP;ZD,38,1159,3457,477,1415,662,0.662,
20250709,Control,6,1,15:46,JH;PP;ZD,41,2565,3458,406,1161,650,0.65,
20250709,Control,6,1,15:46,JH;PP;ZD,41,1223,3459,470,1380,659,0.659,
20250709,Control,6,1,15:46,JH;PP;ZD,41,2986,3460,380,1030,631,0.631,
20250709,Control,6,1,15:46,JH;PP;ZD,41,2370,3462,448,1219,632,0.632,
20250709,Heat,6,3,15:51,JH;PP;ZD,46,1691,3463,453,1234,632,0.632,
20250709,Heat,6,3,15:51,JH;PP;ZD,46,1450,3464,409,1064,615,0.615,
20250709,Heat,6,3,15:51,JH;PP;ZD,46,1059,3465,337,824,591,0.591,
20250709,Heat,6,3,15:51,JH;PP;ZD,46,1626,3466,365,945,613,0.613,
20250709,Heat,6,5,15:58,JH;PP;ZD,53,1038,3467,622,1701,634,0.634,
20250709,Heat,6,5,15:58,JH;PP;ZD,53,2730,3468,425,1093,611,0.611,
20250709,Heat,6,5,15:58,JH;PP;ZD,53,1614,3469,454,1196,620,0.62,
20250709,Heat,6,5,15:58,JH;PP;ZD,53,1473,3470,380,903,579,0.579,
20250709,Heat,12,2,20:59,JA;ZD,59,2195,3474,531,1467,638,0.638,
20250709,Heat,12,2,20:59,JA;ZD,59,1753,3475,323,838,614,0.614,
20250709,Heat,12,2,20:59,JA;ZD,59,1100,3476,344,925,628,0.628,
20250709,Heat,12,2,20:59,JA;ZD,59,1471,3477,421,1125,625,0.625,
20250709,Control,12,1,21:04,JA;ZD,64,2370,3478,434,1190,635,0.635,
20250709,Control,12,1,21:04,JA;ZD,64,2986,3479,345,1003,656,0.656,
20250709,Control,12,1,21:04,JA;ZD,64,1223,3480,470,1389,661,0.661,
20250709,Control,12,1,21:04,JA;ZD,64,2565,3481,384,1057,636,0.636,
20250709,Heat,12,3,21:10,JA;ZD,70,1450,3482,395,1074,632,0.632,
20250709,Heat,12,3,21:10,JA;ZD,70,1691,3483,422,1116,621,0.621,
20250709,Heat,12,3,21:10,JA;ZD,70,1059,3484,366,929,606,0.606,
20250709,Heat,12,3,21:10,JA;ZD,70,1626,3485,409,1083,622,0.622,
20250709,Control,12,6,21:16,JA;ZD,76,1175,3486,337,969,652,0.652,
20250709,Control,12,6,21:16,JA;ZD,76,1043,3490,363,985,631,0.631,
20250709,Control,12,6,21:16,JA;ZD,76,1122,3488,489,1408,652,0.652,
20250709,Control,12,6,21:16,JA;ZD,76,1474,3489,398,1186,664,0.664,
20250709,Heat,12,5,21:20,JA;ZD,80,1038,3491,503,1350,627,0.627,
20250709,Heat,12,5,21:20,JA;ZD,80,1473,3492,344,889,613,0.613,
20250709,Heat,12,5,21:20,JA;ZD,80,2730,3493,316,815,612,0.612,
20250709,Heat,12,5,21:20,JA;ZD,80,1614,3494,348,903,614,0.614,
20250709,Control,12,4,21:22,JA;ZD,82,1281,3495,424,1252,661,0.661,
20250709,Control,12,4,21:22,JA;ZD,82,1159,3496,349,941,629,0.629,
20250709,Control,12,4,21:22,JA;ZD,82,1761,3499,461,1271,627,0.627,
20250709,Control,12,4,21:22,JA;ZD,82,2666,3498,342,949,639,0.639,
20250710,Heat,24,3,08:00,ZD,overnight,1691,3502,441,1175,624,0.624,
20250710,Heat,24,3,08:00,ZD,overnight,1626,3503,299,736,593,0.593,
20250710,Heat,24,3,08:00,ZD,overnight,1059,3504,316,767,588,0.588,
20250710,Heat,24,3,08:00,ZD,overnight,1450,3505,393,1011,611,0.611,
20250710,Control,24,6,08:08,ZD,overnight,1474,3506,408,1205,661,0.661,
20250710,Control,24,6,08:08,ZD,overnight,1043,3507,431,1241,652,0.652,
20250710,Control,24,6,08:08,ZD,overnight,1122,3508,466,1342,652,0.652,
20250710,Control,24,6,08:08,ZD,overnight,1175,3509,327,931,648,0.648,
20250710,Heat,24,2,08:12,ZD,overnight,1100,3510,373,1004,628,0.628,
20250710,Heat,24,2,08:12,ZD,overnight,1471,3514,403,1005,599,0.599,
20250710,Heat,24,2,08:12,ZD,overnight,2195,3512,500,1297,614,0.614,
20250710,Heat,24,2,08:12,ZD,overnight,1753,3513,385,999,614,0.614,
20250710,Heat,24,5,08:20,ZD,overnight,1473,3515,301,734,589,0.589,
20250710,Heat,24,5,08:20,ZD,overnight,1038,3516,334,806,585,0.585,
20250710,Heat,24,5,08:20,ZD,overnight,2730,3517,303,741,591,0.591,
20250710,Heat,24,5,08:20,ZD,overnight,1614,3518,302,767,606,0.606,
20250710,Control,24,1,08:26,ZD,overnight,2565,3519,418,1225,658,0.658,
20250710,Control,24,1,08:26,ZD,overnight,2370,3520,528,1511,650,0.65,
20250710,Control,24,1,08:26,ZD,overnight,1223,3521,449,1307,656,0.656,
20250710,Control,24,1,08:26,ZD,overnight,2986,3522,551,1686,673,0.673,
20250710,Control,24,4,08:30,ZD,overnight,1281,3525,314,903,652,0.652,
20250710,Control,24,4,08:30,ZD,overnight,1159,3526,500,1540,675,0.675,
20250710,Control,24,4,08:30,ZD,overnight,2666,3527,427,1169,634,0.634,
20250710,Control,24,4,08:30,ZD,overnight,1761,3528,382,1093,650,0.65,
20250710,Control,36,1,20:40,ZD,40,1223,3530,,,668,0.668,
20250710,Control,36,1,20:40,ZD,40,2370,3531,,,653,0.653,
20250710,Control,36,1,20:40,ZD,40,2986,3532,,,665,0.665,
20250710,Control,36,1,20:40,ZD,40,2565,3533,,,662,0.662,
20250710,Heat,36,5,20:43,ZD,43,2730,3534,,,637,0.637,
20250710,Heat,36,5,20:43,ZD,43,1038,3535,,,654,0.654,
20250710,Heat,36,5,20:43,ZD,43,1473,3536,,,635,0.635,
20250710,Heat,36,5,20:43,ZD,43,1614,3537,,,650,0.65,
20250710,Control,36,4,20:49,ZD,49,2666,3538,,,667,0.667,
20250710,Control,36,4,20:49,ZD,49,1159,3539,,,641,0.641,
20250710,Control,36,4,20:49,ZD,49,1281,3540,,,657,0.657,
20250710,Control,36,4,20:49,ZD,49,1761,3541,,,659,0.659,
20250710,Heat,36,2,20:55,ZD,55,1753,3543,,,641,0.641,several abrasions
20250710,Heat,36,2,20:55,ZD,55,1471,3544,,,643,0.643,
20250710,Heat,36,2,20:55,ZD,55,2195,3545,,,637,0.637,
20250710,Heat,36,2,20:55,ZD,55,1100,3546,,,632,0.632,
20250710,Control,36,6,21:02,ZD,62,1043,3548,,,656,0.656,
20250710,Control,36,6,21:02,ZD,62,1122,3549,,,664,0.664,
20250710,Control,36,6,21:02,ZD,62,1175,3550,,,667,0.667,
20250710,Control,36,6,21:02,ZD,62,1474,3551,,,658,0.658,
20250710,Heat,36,3,21:06,ZD,66,1626,3552,,,647,0.647,
20250710,Heat,36,3,21:06,ZD,66,1450,3553,,,644,0.644,
20250710,Heat,36,3,21:06,ZD,66,1691,3553,,,638,0.638,
20250710,Heat,36,3,21:06,ZD,66,1059,3556,,,579,0.579,had pretty bad abrasions
20250711,Control,48,6,08:36,ZD;TJW,30,1474,,,,663,0.663,
20250711,Control,48,6,08:36,ZD;TJW,30,1175,,,,669,0.669,
20250711,Control,48,6,08:36,ZD;TJW,30,1122,,,,666,0.666,
20250711,Control,48,6,08:36,ZD;TJW,30,1043,,,,660,0.66,
20250711,Heat,48,3,08:40,ZD;TJW,34,1626,,,,567,0.567,
20250711,Heat,48,3,08:40,ZD;TJW,34,1691,,,,616,0.616,
20250711,Heat,48,3,08:40,ZD;TJW,34,1059,,,,571,0.571,
20250711,Heat,48,3,08:40,ZD;TJW,34,1450,,,,627,0.627,
20250711,Heat,48,2,08:44,ZD;TJW,38,2195,,,,622,0.622,
20250711,Heat,48,2,08:44,ZD;TJW,38,1753,,,,622,0.622,
20250711,Heat,48,2,08:44,ZD;TJW,38,1100,,,,586,0.586,
20250711,Heat,48,2,08:44,ZD;TJW,38,1471,,,,638,0.638,
20250711,Control,48,1,08:47,ZD;TJW,41,2986,,,,651,0.651,
20250711,Control,48,1,08:47,ZD;TJW,41,2565,,,,658,0.658,
20250711,Control,48,1,08:47,ZD;TJW,41,1223,,,,655,0.655,
20250711,Control,48,1,08:47,ZD;TJW,41,2370,,,,630,0.63,
20250711,Control,48,4,08:51,ZD;TJW,45,2666,,,,654,0.654,
20250711,Control,48,4,08:51,ZD;TJW,45,1281,,,,640,0.64,
20250711,Control,48,4,08:51,ZD;TJW,45,1761,,,,650,0.65,
20250711,Control,48,4,08:51,ZD;TJW,45,1159,,,,670,0.67,
20250711,Heat,48,5,08:54,ZD;TJW,48,1473,,,,600,0.6,
20250711,Heat,48,5,08:54,ZD;TJW,48,1614,,,,610,0.61,
20250711,Heat,48,5,08:54,ZD;TJW,48,1038,,,,639,0.639,
20250711,Heat,48,5,08:54,ZD;TJW,48,2730,,,,619,0.619,
20250712,Control,72,4,09:15,ZD,30,1281,,,,676,0.676,
20250712,Control,72,4,09:15,ZD,30,1159,,,,675,0.675,
20250712,Control,72,4,09:15,ZD,30,1761,,,,661,0.661,
20250712,Control,72,4,09:15,ZD,30,2666,,,,673,0.673,
20250712,Control,72,1,09:18,ZD,33,2565,,,,662,0.662,
20250712,Control,72,1,09:18,ZD,33,1223,,,,669,0.669,
20250712,Control,72,1,09:18,ZD,33,2986,,,,671,0.671,
20250712,Control,72,1,09:18,ZD,33,2370,,,,671,0.671,
20250712,Heat,72,5,09:24,ZD,39,2730,,,,635,0.635,
20250712,Heat,72,5,09:24,ZD,39,1038,,,,625,0.625,
20250712,Heat,72,5,09:24,ZD,39,1614,,,,652,0.652,
20250712,Heat,72,5,09:24,ZD,39,1473,,,,643,0.643,
20250712,Heat,72,2,09:27,ZD,42,2195,,,,632,0.632,
20250712,Heat,72,2,09:27,ZD,42,1100,,,,618,0.618,
20250712,Heat,72,2,09:27,ZD,42,1471,,,,624,0.624,
20250712,Heat,72,2,09:27,ZD,42,1753,,,,630,0.63,
20250712,Heat,72,3,09:33,ZD,48,1450,,,,625,0.625,
20250712,Heat,72,3,09:33,ZD,48,1691,,,,642,0.642,
20250712,Heat,72,3,09:33,ZD,48,1059,,,,581,0.581,abrasions
20250712,Heat,72,3,09:33,ZD,48,1626,,,,628,0.628,
20250712,Control,72,6,09:36,ZD,51,1175,,,,680,0.68,
20250712,Control,72,6,09:36,ZD,51,1474,,,,664,0.664,
20250712,Control,72,6,09:36,ZD,51,1122,,,,665,0.665,
20250712,Control,72,6,09:36,ZD,51,1043,,,,675,0.675,
20250713,Control,100,6,13:30,ZD,75,1474,,,,653,0.653,
20250713,Control,100,6,13:30,ZD,75,1122,,,,669,0.669,
20250713,Control,100,6,13:30,ZD,75,1043,,,,665,0.665,
20250713,Control,100,6,13:30,ZD,75,1175,,,,656,0.656,
20250713,Heat,100,3,13:33,ZD,78,1059,,,,588,0.588,
20250713,Heat,100,3,13:33,ZD,78,1450,,,,620,0.62,
20250713,Heat,100,3,13:33,ZD,78,1691,,,,632,0.632,
20250713,Heat,100,3,13:33,ZD,78,1626,,,,632,0.632,
20250713,Control,100,4,13:48,ZD,83,1761,,,,648,0.648,
20250713,Control,100,4,13:48,ZD,83,1281,,,,643,0.643,
20250713,Control,100,4,13:48,ZD,83,1159,,,,650,0.65,
20250713,Control,100,4,13:48,ZD,83,2666,,,,667,0.667,
20250713,Control,100,1,13:40,ZD,85,1223,,,,656,0.656,
20250713,Control,100,1,13:40,ZD,85,2565,,,,653,0.653,
20250713,Control,100,1,13:40,ZD,85,2370,,,,664,0.664,
20250713,Control,100,1,13:40,ZD,85,2986,,,,656,0.656,
20250713,Heat,100,5,13:42,ZD,87,1473,,,,650,0.65,
20250713,Heat,100,5,13:42,ZD,87,1038,,,,656,0.656,
20250713,Heat,100,5,13:42,ZD,87,1614,,,,664,0.664,
20250713,Heat,100,5,13:42,ZD,87,2730,,,,653,0.653,
20250713,Heat,100,2,13:44,ZD,89,1100,,,,656,0.656,
20250713,Heat,100,2,13:44,ZD,89,2195,,,,667,0.667,
20250713,Heat,100,2,13:44,ZD,89,1753,,,,650,0.65,
20250713,Heat,100,2,13:44,ZD,89,1471,,,,643,0.643,
20250714,Heat,120,5,,ZD,overnight,2730,,,,635,0.635,
20250714,Heat,120,5,,ZD,overnight,1614,,,,629,0.629,
20250714,Heat,120,5,,ZD,overnight,1473,,,,579,0.579,
20250714,Heat,120,5,,ZD,overnight,1038,,,,628,0.628,
20250714,Control,120,4,,ZD,overnight,1159,,,,671,0.671,
20250714,Control,120,4,,ZD,overnight,1761,,,,653,0.653,
20250714,Control,120,4,,ZD,overnight,2666,,,,640,0.64,
20250714,Control,120,4,,ZD,overnight,1281,,,,641,0.641,
20250714,Heat,120,2,,ZD,overnight,2195,,,,609,0.609,
20250714,Heat,120,2,,ZD,overnight,1471,,,,611,0.611,
20250714,Heat,120,2,,ZD,overnight,1753,,,,624,0.624,
20250714,Heat,120,2,,ZD,overnight,1100,,,,611,0.611,
20250714,Control,120,6,,ZD,overnight,1122,,,,670,0.67,
20250714,Control,120,6,,ZD,overnight,1175,,,,666,0.666,
20250714,Control,120,6,,ZD,overnight,1474,,,,624,0.624,
20250714,Control,120,6,,ZD,overnight,1043,,,,657,0.657,
20250714,Heat,120,3,,ZD,overnight,1626,,,,605,0.605,
20250714,Heat,120,3,,ZD,overnight,1691,,,,606,0.615,
20250714,Heat,120,3,,ZD,overnight,1450,,,,615,0.534,
20250714,Heat,120,3,,ZD,overnight,1059,,,,534,0.672,
20250714,Control,120,1,,ZD,overnight,1223,,,,672,0.63,
20250714,Control,120,1,,ZD,overnight,2565,,,,630,0.652,
20250714,Control,120,1,,ZD,overnight,2370,,,,652,0.654,
20250714,Control,120,1,,ZD,overnight,2986,,,,654,0.654,
