task,species,t_hours,treatment,day,time,type,Tank,fragment_name,preservative,Plug #,Sampled?,Notes
sampling,POC,1,heat,"Wed, Jul 9",10:00 AM,phys,Tank_3,POC_P1_H2,LN2,1234,Yes,Time: 10:36
sampling,POC,1,heat,"Wed, Jul 9",10:00 AM,bulk_rna,Tank_3,POC_R1_H2,DNA/RNA shield,2737,Yes,
sampling,POC,1,heat,"Wed, Jul 9",10:00 AM,LCM,Tank_3,POC_R1_H2,PAXgene,2737,Yes,
sampling,POC,1,heat,"Wed, Jul 9",10:00 AM,FFPE,Tank_3,POC_S1_H2,Formalin,2026,Yes,
sampling,POC,1,control,"Wed, Jul 9",10:00 AM,phys,Tank_4,POC_P1_C2,LN2,1295,Yes,
sampling,POC,1,control,"Wed, Jul 9",10:00 AM,bulk_rna,Tank_4,POC_R1_C2,DNA/RNA shield,1123,Yes,
sampling,POC,1,control,"Wed, Jul 9",10:00 AM,LCM,Tank_4,POC_R1_C2,PAXgene,1123,Yes,
sampling,POC,1,control,"Wed, Jul 9",10:00 AM,FFPE,Tank_4,POC_S1_C2,Formalin,2073,Yes,
sampling,POC,1,heat,"Wed, Jul 9",10:00 AM,phys,Tank_5,POC_P1_H3,LN2,2984,Yes,
sampling,POC,1,heat,"Wed, Jul 9",10:00 AM,bulk_rna,Tank_5,POC_R1_H3,DNA/RNA shield,1177,Yes,
sampling,POC,1,heat,"Wed, Jul 9",10:00 AM,LCM,Tank_5,POC_R1_H3,PAXgene,1177,Yes,
sampling,POC,1,heat,"Wed, Jul 9",10:00 AM,FFPE,Tank_5,POC_S1_H3,Formalin,1554,Yes,
sampling,POC,1,control,"Wed, Jul 9",10:00 AM,phys,Tank_1,POC_P1_C1,LN2,1749,Yes,Time: 10:45
sampling,POC,1,control,"Wed, Jul 9",10:00 AM,bulk_rna,Tank_1,POC_R1_C1,DNA/RNA shield,1118,Yes,
sampling,POC,1,control,"Wed, Jul 9",10:00 AM,LCM,Tank_1,POC_R1_C1,PAXgene,1118,Yes,
sampling,POC,1,control,"Wed, Jul 9",10:00 AM,FFPE,Tank_1,POC_S1_C1,Formalin,2742,Yes,
sampling,POC,1,heat,"Wed, Jul 9",10:00 AM,phys,Tank_2,POC_P1_H1,LN2,2376,Yes,
sampling,POC,1,heat,"Wed, Jul 9",10:00 AM,bulk_rna,Tank_2,POC_R1_H1,DNA/RNA shield,2372,Yes,NOTE: PAXgene and Formalin sample are from the same plug; DNA/RNA shield sample from different plug
sampling,POC,1,heat,"Wed, Jul 9",10:00 AM,LCM,Tank_2,POC_R1_H1,PAXgene,1616,Yes,NOTE: PAXgene and Formalin sample are from the same plug; DNA/RNA shield sample from different plug
sampling,POC,1,heat,"Wed, Jul 9",10:00 AM,FFPE,Tank_2,POC_S1_H1,Formalin,1616,Yes,NOTE: PAXgene and Formalin sample are from the same plug; DNA/RNA shield sample from different plug
sampling,POC,1,control,"Wed, Jul 9",10:00 AM,phys,Tank_6,POC_P1_C3,LN2,1429,Yes,
sampling,POC,1,control,"Wed, Jul 9",10:00 AM,bulk_rna,Tank_6,POC_R1_C3,DNA/RNA shield,1562,Yes,
sampling,POC,1,control,"Wed, Jul 9",10:00 AM,LCM,Tank_6,POC_R1_C3,PAXgene,1562,Yes,
sampling,POC,1,control,"Wed, Jul 9",10:00 AM,FFPE,Tank_6,POC_S1_C3,Formalin,1559,Yes,Time: 10:54
sampling,POC,3,control,"Wed, Jul 9",12:00 PM,phys,Tank_4,POC_P3_C2,LN2,2201,Yes,Time: 12:37
sampling,POC,3,control,"Wed, Jul 9",12:00 PM,bulk_rna,Tank_4,POC_R3_C2,DNA/RNA shield,1752,Yes,
sampling,POC,3,control,"Wed, Jul 9",12:00 PM,LCM,Tank_4,POC_R3_C2,PAXgene,1752,Yes,
sampling,POC,3,control,"Wed, Jul 9",12:00 PM,FFPE,Tank_4,POC_S3_C2,Formalin,1547,Yes,
sampling,POC,3,heat,"Wed, Jul 9",12:00 PM,phys,Tank_2,POC_P3_H1,LN2,1067,Yes,
sampling,POC,3,heat,"Wed, Jul 9",12:00 PM,bulk_rna,Tank_2,POC_R3_H1,DNA/RNA shield,1727,Yes,
sampling,POC,3,heat,"Wed, Jul 9",12:00 PM,LCM,Tank_2,POC_R3_H1,PAXgene,1727,Yes,
sampling,POC,3,heat,"Wed, Jul 9",12:00 PM,FFPE,Tank_2,POC_S3_H1,Formalin,1742,Yes,
sampling,POC,3,control,"Wed, Jul 9",12:00 PM,phys,Tank_1,POC_P3_C1,LN2,1150,Yes,
sampling,POC,3,control,"Wed, Jul 9",12:00 PM,bulk_rna,Tank_1,POC_R3_C1,DNA/RNA shield,2869,Yes,
sampling,POC,3,control,"Wed, Jul 9",12:00 PM,LCM,Tank_1,POC_R3_C1,PAXgene,2869,Yes,
sampling,POC,3,control,"Wed, Jul 9",12:00 PM,FFPE,Tank_1,POC_S3_C1,Formalin,1306,Yes,
sampling,POC,3,control,"Wed, Jul 9",12:00 PM,phys,Tank_6,POC_P3_C3,LN2,1140,Yes,Time: 12:47
sampling,POC,3,control,"Wed, Jul 9",12:00 PM,bulk_rna,Tank_6,POC_R3_C3,DNA/RNA shield,2378,Yes,
sampling,POC,3,control,"Wed, Jul 9",12:00 PM,LCM,Tank_6,POC_R3_C3,PAXgene,2378,Yes,Use second picture
sampling,POC,3,control,"Wed, Jul 9",12:00 PM,FFPE,Tank_6,POC_S3_C3,Formalin,2208,Yes,
sampling,POC,3,heat,"Wed, Jul 9",12:00 PM,phys,Tank_3,POC_P3_H2,LN2,1486,Yes,
sampling,POC,3,heat,"Wed, Jul 9",12:00 PM,bulk_rna,Tank_3,POC_R3_H2,DNA/RNA shield,1615,Yes,
sampling,POC,3,heat,"Wed, Jul 9",12:00 PM,LCM,Tank_3,POC_R3_H2,PAXgene,1615,Yes,
sampling,POC,3,heat,"Wed, Jul 9",12:00 PM,FFPE,Tank_3,POC_S3_H2,Formalin,1698,Yes,
sampling,POC,3,heat,"Wed, Jul 9",12:00 PM,phys,Tank_5,POC_P3_H3,LN2,1110,Yes,
sampling,POC,3,heat,"Wed, Jul 9",12:00 PM,bulk_rna,Tank_5,POC_R3_H3,DNA/RNA shield,2985,Yes,
sampling,POC,3,heat,"Wed, Jul 9",12:00 PM,LCM,Tank_5,POC_R3_H3,PAXgene,2985,Yes,
sampling,POC,3,heat,"Wed, Jul 9",12:00 PM,FFPE,Tank_5,POC_S3_H3,Formalin,1633,Yes,Time: 12:55
sampling,POC,12,control,"Wed, Jul 9",9:00 PM,phys,Tank_6,POC_P12_C3,LN2,1318,Yes,Time: 21:45
sampling,POC,12,control,"Wed, Jul 9",9:00 PM,bulk_rna,Tank_6,POC_R12_C3,DNA/RNA shield,3003,Yes,
sampling,POC,12,control,"Wed, Jul 9",9:00 PM,LCM,Tank_6,POC_R12_C3,PAXgene,3003,Yes,
sampling,POC,12,control,"Wed, Jul 9",9:00 PM,FFPE,Tank_6,POC_S12_C3,Formalin,1244,Yes,
sampling,POC,12,control,"Wed, Jul 9",9:00 PM,phys,Tank_1,POC_P12_C1,LN2,2563,Yes,
sampling,POC,12,control,"Wed, Jul 9",9:00 PM,bulk_rna,Tank_1,POC_R12_C1,DNA/RNA shield,1729,Yes,
sampling,POC,12,control,"Wed, Jul 9",9:00 PM,LCM,Tank_1,POC_R12_C1,PAXgene,1729,Yes,
sampling,POC,12,control,"Wed, Jul 9",9:00 PM,FFPE,Tank_1,POC_S12_C1,Formalin,2879,Yes,
sampling,POC,12,heat,"Wed, Jul 9",9:00 PM,phys,Tank_2,POC_P12_H1,LN2,2156,Yes,
sampling,POC,12,heat,"Wed, Jul 9",9:00 PM,bulk_rna,Tank_2,POC_R12_H1,DNA/RNA shield,1174,Yes,
sampling,POC,12,heat,"Wed, Jul 9",9:00 PM,LCM,Tank_2,POC_R12_H1,PAXgene,1174,Yes,
sampling,POC,12,heat,"Wed, Jul 9",9:00 PM,FFPE,Tank_2,POC_S12_H1,Formalin,1643,Yes,
sampling,POC,12,heat,"Wed, Jul 9",9:00 PM,phys,Tank_3,POC_P12_H2,LN2,1164,Yes,Time: 21:56
sampling,POC,12,heat,"Wed, Jul 9",9:00 PM,bulk_rna,Tank_3,POC_R12_H2,DNA/RNA shield,1470,Yes,
sampling,POC,12,heat,"Wed, Jul 9",9:00 PM,LCM,Tank_3,POC_R12_H2,PAXgene,1470,Yes,
sampling,POC,12,heat,"Wed, Jul 9",9:00 PM,FFPE,Tank_3,POC_S12_H2,Formalin,2368,Yes,
sampling,POC,12,control,"Wed, Jul 9",9:00 PM,phys,Tank_4,POC_P12_C2,LN2,1274,Yes,
sampling,POC,12,control,"Wed, Jul 9",9:00 PM,bulk_rna,Tank_4,POC_R12_C2,DNA/RNA shield,1555,Yes,
sampling,POC,12,control,"Wed, Jul 9",9:00 PM,LCM,Tank_4,POC_R12_C2,PAXgene,1555,Yes,
sampling,POC,12,control,"Wed, Jul 9",9:00 PM,FFPE,Tank_4,POC_S12_C2,Formalin,1613,Yes,
sampling,POC,12,heat,"Wed, Jul 9",9:00 PM,phys,Tank_5,POC_P12_H3,LN2,2982,Yes,
sampling,POC,12,heat,"Wed, Jul 9",9:00 PM,bulk_rna,Tank_5,POC_R12_H3,DNA/RNA shield,1102,Yes,
sampling,POC,12,heat,"Wed, Jul 9",9:00 PM,LCM,Tank_5,POC_R12_H3,PAXgene,1102,Yes,
sampling,POC,12,heat,"Wed, Jul 9",9:00 PM,FFPE,Tank_5,POC_S12_H3,Formalin,1180,Yes,Time: 22:06
sampling,POC,24,heat,"Thu, Jul 10",9:00 AM,phys,Tank_5,POC_P24_H3,LN2,2755,Yes,Time: 9:32
sampling,POC,24,heat,"Thu, Jul 10",9:00 AM,bulk_rna,Tank_5,POC_R24_H3,DNA/RNA shield,1478,Yes,
sampling,POC,24,heat,"Thu, Jul 10",9:00 AM,LCM,Tank_5,POC_R24_H3,PAXgene,1478,Yes,
sampling,POC,24,heat,"Thu, Jul 10",9:00 AM,FFPE,Tank_5,POC_S24_H3,Formalin,2380,Yes,
sampling,POC,24,control,"Thu, Jul 10",9:00 AM,phys,Tank_4,POC_P24_C2,LN2,1647,Yes,
sampling,POC,24,control,"Thu, Jul 10",9:00 AM,bulk_rna,Tank_4,POC_R24_C2,DNA/RNA shield,2070,Yes,
sampling,POC,24,control,"Thu, Jul 10",9:00 AM,LCM,Tank_4,POC_R24_C2,PAXgene,2070,Yes,
sampling,POC,24,control,"Thu, Jul 10",9:00 AM,FFPE,Tank_4,POC_S24_C2,Formalin,1242,Yes,
sampling,POC,24,heat,"Thu, Jul 10",9:00 AM,phys,Tank_2,POC_P24_H1,LN2,1253,Yes,
sampling,POC,24,heat,"Thu, Jul 10",9:00 AM,bulk_rna,Tank_2,POC_R24_H1,DNA/RNA shield,1734,Yes,
sampling,POC,24,heat,"Thu, Jul 10",9:00 AM,LCM,Tank_2,POC_R24_H1,PAXgene,1734,Yes,
sampling,POC,24,heat,"Thu, Jul 10",9:00 AM,FFPE,Tank_2,POC_S24_H1,Formalin,1094,Yes,
sampling,POC,24,control,"Thu, Jul 10",9:00 AM,phys,Tank_6,POC_P24_C3,LN2,2757,Yes,Time: 9:40
sampling,POC,24,control,"Thu, Jul 10",9:00 AM,bulk_rna,Tank_6,POC_R24_C3,DNA/RNA shield,1133,Yes,
sampling,POC,24,control,"Thu, Jul 10",9:00 AM,LCM,Tank_6,POC_R24_C3,PAXgene,1133,Yes,
sampling,POC,24,control,"Thu, Jul 10",9:00 AM,FFPE,Tank_6,POC_S24_C3,Formalin,1218,Yes,
sampling,POC,24,heat,"Thu, Jul 10",9:00 AM,phys,Tank_3,POC_P24_H2,LN2,1157,Yes,
sampling,POC,24,heat,"Thu, Jul 10",9:00 AM,bulk_rna,Tank_3,POC_R24_H2,DNA/RNA shield,1566,Yes,
sampling,POC,24,heat,"Thu, Jul 10",9:00 AM,LCM,Tank_3,POC_R24_H2,PAXgene,1566,Yes,
sampling,POC,24,heat,"Thu, Jul 10",9:00 AM,FFPE,Tank_3,POC_S24_H2,Formalin,1186,Yes,
sampling,POC,24,control,"Thu, Jul 10",9:00 AM,phys,Tank_1,POC_P24_C1,LN2,2878,Yes,
sampling,POC,24,control,"Thu, Jul 10",9:00 AM,bulk_rna,Tank_1,POC_R24_C1,DNA/RNA shield,1189,Yes,
sampling,POC,24,control,"Thu, Jul 10",9:00 AM,LCM,Tank_1,POC_R24_C1,PAXgene,1189,Yes,
sampling,POC,24,control,"Thu, Jul 10",9:00 AM,FFPE,Tank_1,POC_S24_C1,Formalin,1456,Yes,Time: 9:48
sampling,POC,72,control,"Sat, Jul 12",9:00 AM,phys,Tank_1,POC_P72_C1,LN2,1336,Yes,Time: 9:53
sampling,POC,72,control,"Sat, Jul 12",9:00 AM,bulk_rna,Tank_1,POC_R72_C1,DNA/RNA shield,1584,Yes,
sampling,POC,72,control,"Sat, Jul 12",9:00 AM,LCM,Tank_1,POC_R72_C1,PAXgene,1584,Yes,
sampling,POC,72,control,"Sat, Jul 12",9:00 AM,FFPE,Tank_1,POC_S72_C1,Formalin,1748,Yes,
sampling,POC,72,control,"Sat, Jul 12",9:00 AM,phys,Tank_6,POC_P72_C3,LN2,1283,Yes,
sampling,POC,72,control,"Sat, Jul 12",9:00 AM,bulk_rna,Tank_6,POC_R72_C3,DNA/RNA shield,1298,Yes,
sampling,POC,72,control,"Sat, Jul 12",9:00 AM,LCM,Tank_6,POC_R72_C3,PAXgene,1298,Yes,
sampling,POC,72,control,"Sat, Jul 12",9:00 AM,FFPE,Tank_6,POC_S72_C3,Formalin,1176,Yes,
sampling,POC,72,heat,"Sat, Jul 12",9:00 AM,phys,Tank_3,POC_P72_H2,LN2,1694,Yes,
sampling,POC,72,heat,"Sat, Jul 12",9:00 AM,bulk_rna,Tank_3,POC_R72_H2,DNA/RNA shield,2738,Yes,
sampling,POC,72,heat,"Sat, Jul 12",9:00 AM,LCM,Tank_3,POC_R72_H2,PAXgene,2738,Yes,
sampling,POC,72,heat,"Sat, Jul 12",9:00 AM,FFPE,Tank_3,POC_S72_H2,Formalin,2172,Yes,
sampling,POC,72,control,"Sat, Jul 12",9:00 AM,phys,Tank_4,POC_P72_C2,LN2,2528,Yes,Time: 10:07
sampling,POC,72,control,"Sat, Jul 12",9:00 AM,bulk_rna,Tank_4,POC_R72_C2,DNA/RNA shield,2881,Yes,
sampling,POC,72,control,"Sat, Jul 12",9:00 AM,LCM,Tank_4,POC_R72_C2,PAXgene,2881,Yes,
sampling,POC,72,control,"Sat, Jul 12",9:00 AM,FFPE,Tank_4,POC_S72_C2,Formalin,3002,Yes,
sampling,POC,72,heat,"Sat, Jul 12",9:00 AM,phys,Tank_2,POC_P72_H1,LN2,1575,Yes,
sampling,POC,72,heat,"Sat, Jul 12",9:00 AM,bulk_rna,Tank_2,POC_R72_H1,DNA/RNA shield,1496,Yes,
sampling,POC,72,heat,"Sat, Jul 12",9:00 AM,LCM,Tank_2,POC_R72_H1,PAXgene,1496,Yes,
sampling,POC,72,heat,"Sat, Jul 12",9:00 AM,FFPE,Tank_2,POC_S72_H1,Formalin,1247,Yes,
sampling,POC,72,heat,"Sat, Jul 12",9:00 AM,phys,Tank_5,POC_P72_H3,LN2,1120,Yes,
sampling,POC,72,heat,"Sat, Jul 12",9:00 AM,bulk_rna,Tank_5,POC_R72_H3,DNA/RNA shield,1557,Yes,
sampling,POC,72,heat,"Sat, Jul 12",9:00 AM,LCM,Tank_5,POC_R72_H3,PAXgene,1557,Yes,
sampling,POC,72,heat,"Sat, Jul 12",9:00 AM,FFPE,Tank_5,POC_S72_H3,Formalin,2531,Yes,Time: 10:16
sampling,POC,120,heat,"Mon, Jul 14",9:00 AM,phys,Tank_2,POC_P120_H1,LN2,2195,Yes,Time: 10:37
sampling,POC,120,heat,"Mon, Jul 14",9:00 AM,bulk_rna,Tank_2,POC_R120_H1,DNA/RNA shield,2997,Yes,
sampling,POC,120,heat,"Mon, Jul 14",9:00 AM,LCM,Tank_2,POC_R120_H1,PAXgene,2997,Yes,
sampling,POC,120,heat,"Mon, Jul 14",9:00 AM,FFPE,Tank_2,POC_S120_H1,Formalin,2524,Yes,
sampling,POC,120,control,"Mon, Jul 14",9:00 AM,phys,Tank_1,POC_P120_C1,LN2,1223,Yes,
sampling,POC,120,control,"Mon, Jul 14",9:00 AM,bulk_rna,Tank_1,POC_R120_C1,DNA/RNA shield,2758,Yes,
sampling,POC,120,control,"Mon, Jul 14",9:00 AM,LCM,Tank_1,POC_R120_C1,PAXgene,2758,Yes,
sampling,POC,120,control,"Mon, Jul 14",9:00 AM,FFPE,Tank_1,POC_S120_C1,Formalin,1644,Yes,
sampling,POC,120,control,"Mon, Jul 14",9:00 AM,phys,Tank_4,POC_P120_C2,LN2,2666,Yes,
sampling,POC,120,control,"Mon, Jul 14",9:00 AM,bulk_rna,Tank_4,POC_R120_C2,DNA/RNA shield,1128,Yes,
sampling,POC,120,control,"Mon, Jul 14",9:00 AM,LCM,Tank_4,POC_R120_C2,PAXgene,1128,Yes,
sampling,POC,120,control,"Mon, Jul 14",9:00 AM,FFPE,Tank_4,POC_S120_C2,Formalin,1653,Yes,
sampling,POC,120,control,"Mon, Jul 14",9:00 AM,phys,Tank_6,POC_P120_C3,LN2,1122,Yes,Time: 10:46
sampling,POC,120,control,"Mon, Jul 14",9:00 AM,bulk_rna,Tank_6,POC_R120_C3,DNA/RNA shield,1824,Yes,
sampling,POC,120,control,"Mon, Jul 14",9:00 AM,LCM,Tank_6,POC_R120_C3,PAXgene,1824,Yes,
sampling,POC,120,control,"Mon, Jul 14",9:00 AM,FFPE,Tank_6,POC_S120_C3,Formalin,1427,Yes,
sampling,POC,120,heat,"Mon, Jul 14",9:00 AM,phys,Tank_3,POC_P120_H2,LN2,1450,Yes,
sampling,POC,120,heat,"Mon, Jul 14",9:00 AM,bulk_rna,Tank_3,POC_R120_H2,DNA/RNA shield,2729,Yes,
sampling,POC,120,heat,"Mon, Jul 14",9:00 AM,LCM,Tank_3,POC_R120_H2,PAXgene,2729,Yes,
sampling,POC,120,heat,"Mon, Jul 14",9:00 AM,FFPE,Tank_3,POC_S120_H2,Formalin,1322,Yes,
sampling,POC,120,heat,"Mon, Jul 14",9:00 AM,phys,Tank_5,POC_P120_H3,LN2,2730,Yes,
sampling,POC,120,heat,"Mon, Jul 14",9:00 AM,bulk_rna,Tank_5,POC_R120_H3,DNA/RNA shield,1130,Yes,
sampling,POC,120,heat,"Mon, Jul 14",9:00 AM,LCM,Tank_5,POC_R120_H3,PAXgene,1130,Yes,
sampling,POC,120,heat,"Mon, Jul 14",9:00 AM,FFPE,Tank_5,POC_S120_H3,Formalin,1412,Yes,Time: 10:56
sampling,POC,120,control,"Mon, Jul 14",9:00 AM,phys_PAM,Tank_1,POC_PAM_2565,LN2,2565,Yes,Time: 11:00
sampling,POC,120,control,"Mon, Jul 14",9:00 AM,phys_PAM,Tank_1,POC_PAM_2370,LN2,2370,Yes,
sampling,POC,120,control,"Mon, Jul 14",9:00 AM,phys_PAM,Tank_1,POC_PAM_2986,LN2,2986,Yes,
sampling,POC,120,heat,"Mon, Jul 14",9:00 AM,phys_PAM,Tank_2,POC_PAM_1471,LN2,1471,Yes,Time: 11:02
sampling,POC,120,heat,"Mon, Jul 14",9:00 AM,phys_PAM,Tank_2,POC_PAM_1753,LN2,1753,Yes,
sampling,POC,120,heat,"Mon, Jul 14",9:00 AM,phys_PAM,Tank_2,POC_PAM_1100,LN2,1100,Yes,
sampling,POC,120,heat,"Mon, Jul 14",9:00 AM,phys_PAM,Tank_3,POC_PAM_1059,LN2,1059,Yes,Time: 11:03
sampling,POC,120,heat,"Mon, Jul 14",9:00 AM,phys_PAM,Tank_3,POC_PAM_1691,LN2,1691,Yes,
sampling,POC,120,heat,"Mon, Jul 14",9:00 AM,phys_PAM,Tank_3,POC_PAM_1626,LN2,1626,Yes,
sampling,POC,120,control,"Mon, Jul 14",9:00 AM,phys_PAM,Tank_4,POC_PAM_1761,LN2,1761,Yes,Time: 11:06
sampling,POC,120,control,"Mon, Jul 14",9:00 AM,phys_PAM,Tank_4,POC_PAM_1159,LN2,1159,Yes,
sampling,POC,120,control,"Mon, Jul 14",9:00 AM,phys_PAM,Tank_4,POC_PAM_1281,LN2,1281,Yes,
sampling,POC,120,heat,"Mon, Jul 14",9:00 AM,phys_PAM,Tank_5,POC_PAM_1614,LN2,1614,Yes,Time: 11:07
sampling,POC,120,heat,"Mon, Jul 14",9:00 AM,phys_PAM,Tank_5,POC_PAM_1038,LN2,1038,Yes,
sampling,POC,120,heat,"Mon, Jul 14",9:00 AM,phys_PAM,Tank_5,POC_PAM_1473,LN2,1473,Yes,
sampling,POC,120,control,"Mon, Jul 14",9:00 AM,phys_PAM,Tank_6,POC_PAM_1043,LN2,1043,Yes,Time: 11:09
sampling,POC,120,control,"Mon, Jul 14",9:00 AM,phys_PAM,Tank_6,POC_PAM_1175,LN2,1175,Yes,
sampling,POC,120,control,"Mon, Jul 14",9:00 AM,phys_PAM,Tank_6,POC_PAM_1474,LN2,1474,Yes,Time: 11:10
