"sequence_name","count_FOXO3","count_HSF1","count_NFE2L2"
"Pocillopora_acuta_HIv2___RNAseq.2046_t",1,1,1
"Pocillopora_acuta_HIv2___RNAseq.20490_t",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.20573_t",1,0,1
"Pocillopora_acuta_HIv2___RNAseq.20654_t",1,1,0
"Pocillopora_acuta_HIv2___RNAseq.20880_t",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.20932_t",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.20935_t",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.21393_t",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.21540_t",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.21557_t",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.22108_t",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.23154_t",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.23174_t",2,1,0
"Pocillopora_acuta_HIv2___RNAseq.23432_t",1,1,1
"Pocillopora_acuta_HIv2___RNAseq.23676_t",1,1,0
"Pocillopora_acuta_HIv2___RNAseq.24041_t",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.24351_t",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.24379_t",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.24673_t",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.2511_t",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.25297_t",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.25881_t",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.25906_t",1,1,0
"Pocillopora_acuta_HIv2___RNAseq.26309_t",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.26496_t",2,0,0
"Pocillopora_acuta_HIv2___RNAseq.26498_t",2,0,0
"Pocillopora_acuta_HIv2___RNAseq.26588_t",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.29672_t",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.29673_t",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.30019_t",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.30217_t",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.30649_t",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.30912_t",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.3321_t",2,0,0
"Pocillopora_acuta_HIv2___RNAseq.3335_t",1,1,0
"Pocillopora_acuta_HIv2___RNAseq.3473_t",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.3886_t",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.403_t",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.4396_t",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.4781_t",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.5052_t",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.5502_t",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.5580_t",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.5656_t",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.5999_t",2,0,0
"Pocillopora_acuta_HIv2___RNAseq.6205_t",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.6209_t",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.6286_t",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.6617_t",3,0,0
"Pocillopora_acuta_HIv2___RNAseq.6830_t",1,1,0
"Pocillopora_acuta_HIv2___RNAseq.6831_t",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.6930_t",2,1,0
"Pocillopora_acuta_HIv2___RNAseq.6974_t",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.7292_t",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.7716_t",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.7853_t",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.8221_t",1,0,1
"Pocillopora_acuta_HIv2___RNAseq.8707_t",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.9152_t",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.9646_t",1,1,0
"Pocillopora_acuta_HIv2___RNAseq.9759_t",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.9808_t",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10039.t1",1,1,0
"Pocillopora_acuta_HIv2___RNAseq.g10041.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10057.t1",1,1,0
"Pocillopora_acuta_HIv2___RNAseq.g10059.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10064.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g1008.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10094.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10095.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10103.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g1011.t1",1,1,0
"Pocillopora_acuta_HIv2___RNAseq.g1014.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10158.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10169.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10172.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10179.t1",2,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10202.t1",2,0,0
"Pocillopora_acuta_HIv2___RNAseq.g1021.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10225.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10241.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10242.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10245.t1",1,1,0
"Pocillopora_acuta_HIv2___RNAseq.g10246.t1",1,1,0
"Pocillopora_acuta_HIv2___RNAseq.g10263.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10267.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10270.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10272.t2",1,0,1
"Pocillopora_acuta_HIv2___RNAseq.g10281.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10287.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10288.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10291.t1",1,0,1
"Pocillopora_acuta_HIv2___RNAseq.g1030.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10304.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10310.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10312.t2a",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10313.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10331.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10336.t1",2,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10343.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10357.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10360.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10365.t1",2,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10374.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10408.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10416.t1",1,1,0
"Pocillopora_acuta_HIv2___RNAseq.g10425.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10431.t1",2,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10440.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10456.t1",1,1,0
"Pocillopora_acuta_HIv2___RNAseq.g10465.t2",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10473.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10476.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10487.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10497.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10504.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10508.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g1051.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10519.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10523.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10534.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10539.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10541.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g1056.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10565.t2",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10570.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10583.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10584.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g106.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10600.t1",2,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10602.t1",1,1,0
"Pocillopora_acuta_HIv2___RNAseq.g10650.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10651.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10652.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10680.t1a",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g1069.t1",2,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10694.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g107.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10712.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10716.t1a",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10718.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10744.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10748.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g1077.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10799.t1a",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g108.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g1080.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10800.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10803.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10810.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10824.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10828.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10829.t1",2,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10831.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10835.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10840.t1",1,1,0
"Pocillopora_acuta_HIv2___RNAseq.g10841.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10862.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10867.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10874.t1",2,1,0
"Pocillopora_acuta_HIv2___RNAseq.g10875.t1a",2,1,0
"Pocillopora_acuta_HIv2___RNAseq.g10876.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10877.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10880.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10885.t1",3,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10892.t2",2,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10893.t1",2,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10896.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10901.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10904.t1",1,1,0
"Pocillopora_acuta_HIv2___RNAseq.g10905.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10906.t1",1,1,0
"Pocillopora_acuta_HIv2___RNAseq.g10910.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10914.t1",2,1,0
"Pocillopora_acuta_HIv2___RNAseq.g10916.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10917.t1",2,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10921.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10926.t1",2,2,0
"Pocillopora_acuta_HIv2___RNAseq.g10949.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10969.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10972.t1",2,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10981.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10985.t1",1,0,1
"Pocillopora_acuta_HIv2___RNAseq.g10990.t2",1,0,1
"Pocillopora_acuta_HIv2___RNAseq.g10991.t1",1,1,0
"Pocillopora_acuta_HIv2___RNAseq.g11.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11001.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11004.t1",1,1,0
"Pocillopora_acuta_HIv2___RNAseq.g11007.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11009.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11013.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11019.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11023.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11035.t1",1,0,1
"Pocillopora_acuta_HIv2___RNAseq.g11037.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11042.t1",2,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11044.t1",1,1,0
"Pocillopora_acuta_HIv2___RNAseq.g11051.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11053.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11057.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11068.t1",1,1,0
"Pocillopora_acuta_HIv2___RNAseq.g11072.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11073.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11074.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g1108.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11098.t1",2,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11101.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11107.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11113.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11116.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11158.t1",2,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11164.t1",1,1,0
"Pocillopora_acuta_HIv2___RNAseq.g11166.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11170.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11175.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11181.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11206.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11210.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11213.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11217.t1",2,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11219.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11223.t1",1,1,0
"Pocillopora_acuta_HIv2___RNAseq.g11225.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11228.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11237.t1",1,0,1
"Pocillopora_acuta_HIv2___RNAseq.g11239.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11254.t1",2,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11256.t1",1,0,1
"Pocillopora_acuta_HIv2___RNAseq.g11257.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11264.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11268.t1",1,1,0
"Pocillopora_acuta_HIv2___RNAseq.g11282.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11306.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11311.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11312.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11319.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11320.t1",1,1,0
"Pocillopora_acuta_HIv2___RNAseq.g11337.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11347.t1",2,0,0
"Pocillopora_acuta_HIv2___RNAseq.g1135.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11355.t1",2,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11359.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11362.t1",1,1,0
"Pocillopora_acuta_HIv2___RNAseq.g11368.t1",1,0,1
"Pocillopora_acuta_HIv2___RNAseq.g11372.t1",1,0,1
"Pocillopora_acuta_HIv2___RNAseq.g11376.t2a",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11379.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11391.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11393.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11414.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11415.t1",1,1,0
"Pocillopora_acuta_HIv2___RNAseq.g11419.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11422.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11424.t1",2,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11430.t1",1,0,1
"Pocillopora_acuta_HIv2___RNAseq.g11439.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11443.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11464.t1",2,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11468.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11469.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11486.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11498.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11501.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11503.t1",3,1,0
"Pocillopora_acuta_HIv2___RNAseq.g11506.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11538.t1",1,1,0
"Pocillopora_acuta_HIv2___RNAseq.g11561.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11564.t1",2,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11567.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11582.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11590.t1",2,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11594.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11596.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g116.t1",1,0,1
"Pocillopora_acuta_HIv2___RNAseq.g11611.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11612.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11649.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11650.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11653.t1",2,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11660.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11688.t1",2,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11689.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11696.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11709.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11717.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g1172.t1",1,1,0
"Pocillopora_acuta_HIv2___RNAseq.g11724.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11730.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11742.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11745.t1b",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11747.t1",1,0,1
"Pocillopora_acuta_HIv2___RNAseq.g11748.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11756.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11768.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11769.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11771.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11774.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11778.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11782.t1",1,1,0
"Pocillopora_acuta_HIv2___RNAseq.g11783.t1",1,1,0
"Pocillopora_acuta_HIv2___RNAseq.g11789.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11807.t1",2,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11809.t1",2,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11813.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11814.t1",2,1,0
"Pocillopora_acuta_HIv2___RNAseq.g1183.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11835.t1",1,2,0
"Pocillopora_acuta_HIv2___RNAseq.g11839.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g1184.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11840.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g1185.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g1186.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11862.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11863.t1",2,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11864.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11866.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11879.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11887.t1",2,0,0
"Pocillopora_acuta_HIv2___RNAseq.g1189.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11895.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11896.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g1190.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11909.t1",1,0,1
"Pocillopora_acuta_HIv2___RNAseq.g1191.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11910.t2",1,0,1
"Pocillopora_acuta_HIv2___RNAseq.g11918.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11919.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11926.t1",1,2,0
"Pocillopora_acuta_HIv2___RNAseq.g11928.t1",1,0,1
"Pocillopora_acuta_HIv2___RNAseq.g11942.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g1195.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11953.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11971.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11972.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g12002.t1",1,1,0
"Pocillopora_acuta_HIv2___RNAseq.g12005.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g12006.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g12018.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g12026.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g12048.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g12068.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g12083.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g12089.t1",2,0,0
"Pocillopora_acuta_HIv2___RNAseq.g12090.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g12092.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g12102.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g1211.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g12114.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g12115.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g12119.t3",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g12147.t2",2,0,0
"Pocillopora_acuta_HIv2___RNAseq.g12154.t1",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g12160.t1a",1,0,0
"Pocillopora_acuta_HIv2___RNAseq.g12169.t1",1,1,0
