gi|237681109|ref|NP_001153705.1|	Porites_compressa_HIv1___RNAseq.g30239.t1	77.337	984	222	1	41	1023	75	1058	0.0	1590
gi|269954694|ref|NP_001161744.1|	Porites_compressa_HIv1___TS.g17700.t1	60.077	2853	902	39	6	2734	5	2744	0.0	3335
gi|190343023|ref|NP_001162.4|	Porites_compressa_HIv1___RNAseq.g30235.t1	40.558	1361	747	13	192	1502	112	1460	0.0	998
gi|281182842|ref|NP_001162589.1|	Porites_compressa_HIv1___RNAseq.g19275.t1	41.985	393	218	3	61	453	25	407	4.21e-104	333
gi|294459965|ref|NP_001170899.1|	Porites_compressa_HIv1___RNAseq.g6731.t1	26.908	498	300	13	241	728	232	675	3.21e-44	171
gi|296010811|ref|NP_001171536.1|	Porites_compressa_HIv1___RNAseq.g8359.t1	33.042	914	557	20	18	904	40	925	9.96e-157	489
gi|17136148|ref|NP_001174.2|	Porites_compressa_HIv1___RNAseq.g16149.t1	28.696	460	238	19	45	464	28	437	5.43e-37	141
gi|353411934|ref|NP_001238774.1|	Porites_compressa_HIv1___RNAseq.g37376.t1	29.212	736	461	18	47	748	800	1509	1.03e-85	298
gi|354721145|ref|NP_001238949.1|	Porites_compressa_HIv1___RNAseq.g29322.t1	39.321	1325	626	28	14	1273	26	1237	0.0	847
gi|371940938|ref|NP_001243142.1|	Porites_compressa_HIv1___RNAseq.g30239.t1	77.676	981	218	1	45	1024	78	1058	0.0	1604
gi|378404897|ref|NP_001243725.1|	Porites_compressa_HIv1___RNAseq.g10860.t1	47.561	410	177	8	3	395	6	394	4.82e-126	371
gi|384551638|ref|NP_001245134.1|	Porites_compressa_HIv1___RNAseq.g6731.t1	28.623	559	338	16	168	705	130	648	1.44e-50	189
gi|425854833|ref|NP_001258747.1|	Porites_compressa_HIv1___RNAseq.g10603.t1	52.913	206	77	3	41	244	5	192	2.37e-69	213
gi|485836756|ref|NP_001264890.1|	Porites_compressa_HIv1___RNAseq.g19275.t1	50.000	386	191	2	58	443	26	409	3.34e-126	392
gi|531990826|ref|NP_001269093.1|	Porites_compressa_HIv1___RNAseq.g10860.t1	29.665	418	198	12	12	355	2	397	5.38e-53	181
gi|542133161|ref|NP_001269463.1|	Porites_compressa_HIv1___RNAseq.g4486.t1	48.659	261	121	5	1	254	1	255	6.83e-81	250
gi|663429577|ref|NP_001287661.1|	Porites_compressa_HIv1___RNAseq.g10547.t1b	30.122	737	434	17	25	702	29	743	6.55e-103	333
gi|115511049|ref|NP_002058.2|	Porites_compressa_HIv1___RNAseq.g14880.t1	79.725	291	59	0	7	297	1	291	3.24e-175	489
gi|34419635|ref|NP_002146.2|	Porites_compressa_HIv1___RNAseq.g31493.t1	71.605	648	166	2	8	643	6	647	0.0	978
gi|153945846|ref|NP_002215.2|	Porites_compressa_HIv1___TS.g17700.t1	53.873	2840	1034	38	1	2663	1	2741	0.0	2906
gi|88758565|ref|NP_002223.3|	Porites_compressa_HIv1___TS.g22410.t1	60.500	400	128	3	99	498	105	474	2.89e-158	464
gi|4504817|ref|NP_002224.1|	Porites_compressa_HIv1___TS.g22410.t1	61.538	403	117	4	176	578	110	474	2.85e-160	472
gi|25952087|ref|NP_002225.2|	Porites_compressa_HIv1___TS.g22410.t1	58.596	413	121	3	117	529	107	469	1.08e-151	449
gi|25121966|ref|NP_002232.2|	Porites_compressa_HIv1___RNAseq.g41367.t1	43.963	323	162	5	26	339	97	409	2.70e-83	261
gi|156119627|ref|NP_002233.2|	Porites_compressa_HIv1___RNAseq.g41367.t1	34.018	341	199	7	4	331	85	412	5.45e-55	187
gi|4504847|ref|NP_002236.1|	Porites_compressa_HIv1___RNAseq.g18119.t1	40.084	237	134	4	26	256	11	245	3.39e-54	181
gi|4504849|ref|NP_002237.1|	Porites_compressa_HIv1___RNAseq.g4486.t1	49.042	261	120	5	1	254	1	255	4.32e-81	251
gi|4505545|ref|NP_002549.1|	Porites_compressa_HIv1___RNAseq.g10860.t1	42.821	390	202	6	3	373	5	392	2.33e-111	333
gi|28416925|ref|NP_002550.2|	Porites_compressa_HIv1___RNAseq.g10860.t1	40.568	387	199	11	4	364	12	393	2.28e-88	274
gi|28416933|ref|NP_002552.2|	Porites_compressa_HIv1___RNAseq.g10860.t1	39.951	408	192	12	3	366	1	399	4.28e-99	303
gi|300068987|ref|NP_002553.3|	Porites_compressa_HIv1___RNAseq.g10860.t1	41.096	365	193	10	8	355	13	372	1.09e-79	258
gi|4507689|ref|NP_003298.1|	Porites_compressa_HIv1___TS.g31329.t1	34.257	1588	821	43	55	1503	25	1528	0.0	855
gi|4504851|ref|NP_003731.1|	Porites_compressa_HIv1___RNAseq.g18119.t1	33.333	231	134	5	8	224	11	235	2.08e-35	135
gi|112382220|ref|NP_004061.3|	Porites_compressa_HIv1___RNAseq.g573.t1b	44.170	566	303	6	36	599	62	616	4.94e-168	503
gi|194239733|ref|NP_004165.2|	Porites_compressa_HIv1___RNAseq.8865_t	49.341	531	257	8	29	557	36	556	5.58e-164	498
gi|156104869|ref|NP_004357.3|	Porites_compressa_HIv1___RNAseq.g573.t1b	50.181	831	368	15	17	841	6	796	0.0	782
gi|5730102|ref|NP_004612.2|	Porites_compressa_HIv1___RNAseq.g37376.t1	32.780	723	394	15	93	780	795	1460	1.05e-101	348
gi|116534990|ref|NP_015628.2|	Porites_compressa_HIv1___RNAseq.g21383.t1	31.680	988	609	20	52	1012	146	1094	6.50e-136	442
gi|6912396|ref|NP_036335.1|	Porites_compressa_HIv1___RNAseq.g11616.t1	57.704	331	137	1	1	328	27	357	1.15e-133	384
gi|6912736|ref|NP_036603.1|	Porites_compressa_HIv1___RNAseq.g37376.t1	31.461	801	469	20	25	777	793	1561	5.94e-98	338
gi|11225266|ref|NP_055370.1|	Porites_compressa_HIv1___TS.g31329.t1	32.576	1056	590	30	26	1029	98	1083	3.05e-154	500
gi|20127551|ref|NP_057197.2|	Porites_compressa_HIv1___RNAseq.g6731.t1	26.345	539	310	16	161	672	169	647	1.61e-35	144
gi|31442761|ref|NP_059115.1|	Porites_compressa_HIv1___RNAseq.g9366.t1	25.376	465	300	8	39	467	92	545	2.03e-50	181
gi|21314671|ref|NP_060106.2|	Porites_compressa_HIv1___TS.g31329.t1	31.997	1222	678	29	5	1167	27	1154	1.47e-176	561
gi|18921093|ref|NP_060132.3|	Porites_compressa_HIv1___RNAseq.g29322.t1	35.753	1281	678	24	11	1222	30	1234	0.0	766
gi|148612863|ref|NP_060142.3|	Porites_compressa_HIv1___RNAseq.g31914.t1	36.602	1336	677	26	3	1271	39	1271	0.0	841
gi|24496763|ref|NP_060768.8|	Porites_compressa_HIv1___RNAseq.g6983.t1	41.247	497	278	8	35	525	70	558	4.48e-127	384
gi|752507733|ref|NP_061116.5|	Porites_compressa_HIv1___RNAseq.g6731.t1	29.893	562	335	15	112	648	123	650	4.23e-66	233
gi|74315350|ref|NP_061197.4|	Porites_compressa_HIv1___RNAseq.g6731.t1	26.889	569	323	15	175	712	143	649	3.01e-44	171
gi|730229359|ref|NP_062815.3|	Porites_compressa_HIv1___RNAseq.g6731.t1	29.055	561	341	14	72	608	123	650	8.97e-61	218
gi|21536351|ref|NP_064423.2|	Porites_compressa_HIv1___RNAseq.g9366.t1	29.026	534	295	11	4	511	78	553	8.40e-71	238
gi|9998946|ref|NP_064717.1|	Porites_compressa_HIv1___RNAseq.g9366.t1	32.510	486	265	12	20	468	94	553	2.12e-82	268
gi|9966865|ref|NP_065122.1|	Porites_compressa_HIv1___RNAseq.g37376.t1	31.013	790	430	18	38	792	795	1504	4.74e-98	336
gi|10092597|ref|NP_065394.1|	Porites_compressa_HIv1___RNAseq.g6983.t1	38.491	517	295	7	38	549	70	568	2.50e-118	363
gi|25014099|ref|NP_067060.2|	Porites_compressa_HIv1___RNAseq.g708.t1	53.061	49	21	1	1	49	1	47	1.73e-10	52.8
gi|109689695|ref|NP_076985.4|	Porites_compressa_HIv1___RNAseq.g31939.t1	28.994	1083	593	32	117	1099	2	1008	1.59e-125	410
gi|17025230|ref|NP_113648.2|	Porites_compressa_HIv1___RNAseq.g18119.t1	32.110	218	144	1	23	236	9	226	1.62e-35	131
gi|38016943|ref|NP_116179.2|	Porites_compressa_HIv1___RNAseq.g10603.t1	51.613	217	72	3	66	280	4	189	2.03e-73	225
gi|31543060|ref|NP_612422.2|	Porites_compressa_HIv1___TS.g37455.t1a	59.862	289	116	0	33	321	14	302	2.12e-134	384
gi|21071070|ref|NP_619636.2|	Porites_compressa_HIv1___RNAseq.g25648.t1	33.931	725	419	19	29	744	42	715	6.81e-117	375
gi|157502181|ref|NP_620714.2|	Porites_compressa_HIv1___RNAseq.g40172.t1	42.720	728	380	9	45	742	22	742	4.07e-175	521
gi|153946397|ref|NP_653300.2|	Porites_compressa_HIv1___RNAseq.g30239.t1	72.358	984	269	3	49	1029	75	1058	0.0	1495
gi|22748651|ref|NP_689501.1|	Porites_compressa_HIv1___RNAseq.g10603.t1	41.732	254	81	4	41	292	4	192	1.10e-58	187
gi|23943900|ref|NP_689681.2|	Porites_compressa_HIv1___TS.g25115.t1	28.013	639	405	15	62	669	126	740	1.31e-68	240
gi|24638454|ref|NP_733765.1|	Porites_compressa_HIv1___TS.g23159.t1	70.734	1008	291	1	1	1004	1	1008	0.0	1453
gi|27886529|ref|NP_775293.1|	Porites_compressa_HIv1___TS.g23159.t1	70.060	992	294	1	1	989	1	992	0.0	1409
gi|28373105|ref|NP_777613.1|	Porites_compressa_HIv1___TS.g23159.t1	67.440	992	320	1	1	989	1	992	0.0	1390
gi|32469495|ref|NP_862823.1|	Porites_compressa_HIv1___RNAseq.g4486.t1	33.108	148	72	4	31	168	16	146	5.28e-15	75.5
gi|256773230|ref|NP_878267.2|	Porites_compressa_HIv1___RNAseq.g9366.t1	28.481	474	261	12	172	581	94	553	9.45e-60	210
gi|34452695|ref|NP_899233.1|	Porites_compressa_HIv1___RNAseq.g9366.t1	32.143	476	283	12	61	513	95	553	3.38e-75	249
gi|47106048|ref|NP_998764.1|	Porites_compressa_HIv1___RNAseq.g21585.t1	42.389	854	440	13	63	880	137	974	0.0	649
gi|530399119|ref|XP_005253415.1|	Porites_compressa_HIv1___RNAseq.g41367.t1	43.646	362	172	6	33	379	98	442	4.50e-101	309
gi|530425608|ref|XP_005260717.1|	Porites_compressa_HIv1___RNAseq.g25648.t1	33.641	758	448	18	147	896	62	772	4.17e-130	416
gi|530420539|ref|XP_005261876.1|	Porites_compressa_HIv1___RNAseq.g10860.t1	40.075	267	142	4	21	271	14	278	1.95e-60	204
gi|530362319|ref|XP_005270776.1|	Porites_compressa_HIv1___RNAseq.g6983.t1	39.105	514	296	9	9	514	69	573	9.53e-123	372
gi|578822836|ref|XP_006719127.1|	Porites_compressa_HIv1___TS.g17700.t1	57.033	1955	664	29	6	1850	5	1893	0.0	2170
